doi,source_folder,is_relevant,studies_treatment,trial_type,phase,is_excluded,exclusion_reason,topics
10.3310/vlrw6701,abstract_only,yes,yes,rct,phase_3,no,,cognitive-behavioral therapy | activity management | pediatric ME/CFS | remote delivery | RCT
10.1016/j.bbi.2012.06.006,abstract_only,yes,no,other,not_applicable,yes,review,biomarkers|immune dysfunction|neuroendocrine|diagnosis|literature review
10.53555/ccb.v18i02.115,abstract_only,yes,no,rct,not_applicable,yes,protocol,Long COVID | Chronic Fatigue Syndrome | Telerehabilitation | Adapted Physical Activity | Study Protocol
10.1186/s12967-019-1888-1,abstract_only,yes,no,retrospective_cohort,not_applicable,no,,psoriasis|CFS risk|phototherapy|immunomodulatory drugs|population-based cohort
10.1016/j.eclinm.2025.103073,abstract_only,yes,no,other,not_applicable,yes,review,circadian rhythm | post-infectious fatigue | Long COVID | ME/CFS | molecular mechanisms
10.1186/s13148-020-00960-z,abstract_only,yes,no,case_control,not_applicable,yes,review,DNA methylation | epigenetics | biomarkers | immune dysfunction | metabolic pathways
10.1097/00004703-200010000-00003,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS|adolescents|parental behavior|psychosocial factors|observational study
10.1300/j092v01n02_02,abstract_only,yes,no,other,not_applicable,yes,review,viral_pathogenesis|literature_review|immune_dysfunction
10.1097/00003072-199408000-00005,abstract_only,yes,no,case_series,not_applicable,yes,,cardiac dysfunction | myocardial dynamics | diagnostic study | observational
10.3810/pgm.1998.01.278,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS diagnosis | patient coping | clinical perspectives
10.1682/jrrd.2006.12.0153,abstract_only,yes,no,rct,not_applicable,yes,protocol,exercise testing | mechanical efficiency | CFS diagnostic methods
10.1080/21641846.2021.1956223,abstract_only,yes,no,other,not_applicable,yes,editorial,intracranial pressure | venous outflow | theoretical model | pathophysiology
10.1370/afm.240494,abstract_only,no,no,other,not_applicable,yes,editorial,patient advocacy | caregiver perspective | research methodology
10.1016/j.jep.2012.06.002,abstract_only,no,no,other,not_applicable,yes,protocol,animal model | preclinical | shilajit | HPA axis | mitochondrial function
10.1007/s11606-024-09290-9,abstract_only,yes,no,observational_cohort,not_applicable,yes,secondary_analysis,post-COVID ME/CFS incidence | long COVID | observational cohort
10.58224/2658-3313-2024-7-8-50-61,abstract_only,yes,no,other,not_applicable,yes,review,pathogenesis | immune dysfunction | mitochondrial insufficiency | biomarkers
10.1016/j.ajmo.2024.100085,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS symptomology | Long COVID comparison | cross-sectional survey analysis
10.1196/annals.1320.012,abstract_only,no,no,other,not_applicable,yes,review,carnitine|immune function|metabolic pathways
10.2218/eor.2023.8125,abstract_only,no,no,other,not_applicable,yes,,ME/CFS genetics | participant recruitment | data management
10.1097/nnr.0b013e3181ac156f,abstract_only,yes,no,other,not_applicable,yes,review,family impact | qualitative study | psychosocial burden | caregiver perspectives
10.1080/01688639608408290,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,cognitive dysfunction | neuropsychological testing | CFS diagnosis
10.1289/ehp.97105s2417,abstract_only,no,no,other,not_applicable,yes,,chemical sensitivity|fibromyalgia|chronic fatigue|symptom overlap
10.1038/s41598-021-86425-6,abstract_only,yes,no,cross_sectional,not_applicable,no,,microbiome|dysbiosis|metabolomics|biomarkers
pmid_28282079,abstract_only,yes,yes,case_series,not_applicable,no,,oxygen therapy|hyperbaric treatment|fibromyalgia|ME/CFS|symptom management
10.1002/cpp.1906,abstract_only,yes,no,cross_sectional,not_applicable,yes,,assessment|scale development|metacognitions|psychometrics
10.1021/cen-10230-cover,abstract_only,no,no,other,not_applicable,yes,editorial,long COVID | ME/CFS | drug development | funding
10.1186/1471-2296-15-44,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS diagnosis|primary care|qualitative meta-synthesis|barriers to management|medical education
10.1016/j.jpsychores.2014.11.022,abstract_only,no,no,other,not_applicable,no,,chronic fatigue|insomnia|rehabilitation|stress response
10.3390/healthcare9020168,abstract_only,yes,no,other,not_applicable,yes,review,qualitative study | lived experience | severe ME/CFS | patient perspectives
10.1056/jp199601010000020,abstract_only,yes,no,other,not_applicable,no,,HHV-6|virology|serology|etiology
10.1186/s12967-023-04412-z,abstract_only,yes,no,observational_cohort,not_applicable,no,,ME/CFS | prospective cohort | psychosocial factors | uplifts and hassles | observational
10.52667/2712-9179-2026-6-1-31-36,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,genetic association study|DHCR7|cholesterol metabolism|biomarkers
10.15406/jhvrv.2019.07.00211,abstract_only,yes,no,case_series,not_applicable,yes,editorial,stealth adapted viruses | viral etiology | CFS pathogenesis | virology
10.1016/0163-4453(92)92772-b,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,EBV serology | diagnostic biomarkers | observational
10.2522/ptj.20130367,abstract_only,yes,no,cross_sectional,not_applicable,no,,cognitive dysfunction | physical function | fibromyalgia comorbidity | muscle recovery
10.1097/mop.0b013e32835c1108,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|postinfectious|adolescents|epidemiology|pathophysiology
pmid_19181009,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,fatigue measurement | validation study | diagnostic tool
10.1186/1472-6882-11-47,abstract_only,no,no,other,not_applicable,no,,alternative medicine | health services | epidemiology
pmid_8643052,abstract_only,yes,no,observational_cohort,not_applicable,no,,ME/CFS|Epstein-Barr virus|post-viral fatigue|prospective follow-up
10.11575/jah.v0i0.53334,abstract_only,no,no,other,not_applicable,yes,editorial,philosophy of medicine | neurasthenia | medical history | chronic fatigue syndrome
10.7326/0003-4819-108-6-906_1,abstract_only,no,no,other,not_applicable,yes,editorial,fibromyalgia|chronic fatigue|editorial letter
10.1177/030802260206501005,abstract_only,yes,yes,non_randomized_trial,not_applicable,no,,occupational therapy | inpatient intervention | cognitive behaviour therapy | graded activity | CFS management
pmid_10423976,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS diagnosis | immune system | HPA axis | disease mechanisms
10.1016/j.jpsychores.2013.05.001,abstract_only,yes,yes,rct,not_applicable,no,,CBT | physical functioning | activity monitoring | patient subgroups
10.1038/s44321-025-00258-8,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,biomarkers | inflammation | diagnostic | observational
10.4324/9780203132678-46,abstract_only,yes,no,other,not_applicable,yes,review,physical activity | exercise | quality of life | chronic fatigue syndrome
10.1080/21641846.2025.2513807,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|TMS|scoping review|treatment|magnetic stimulation
10.4324/9781315863818-16,abstract_only,no,no,other,not_applicable,yes,editorial,personal essay|disability|chronic illness
10.1192/bjp.176.6.550,abstract_only,yes,no,cross_sectional,not_applicable,yes,,cerebral perfusion | neuroimaging | fMRI | brain activity | diagnostic biomarker
10.4103/2045-9912.385441,abstract_only,yes,yes,case_series,not_applicable,no,,hydrogen gas|molecular hydrogen|H2 inhalation|ME/CFS treatment|case reports
10.1016/j.ijpsycho.2021.10.004,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS|autonomic nervous system|neuroimaging|qEEG|biomarkers
10.1126/science.329.5988.129,abstract_only,no,no,other,not_applicable,yes,editorial,retrovirus|CFS|blood sampling
10.1016/j.mehy.2021.110543,abstract_only,no,no,other,not_applicable,yes,editorial,long-COVID|ME/CFS|methylation|vitamin B12|hypothesis
10.47679/jopp.8214782026,abstract_only,no,no,other,not_applicable,yes,review,content analysis | language use | stigma | scientific communication
10.37349/ei.2025.1003206,abstract_only,yes,no,other,not_applicable,yes,review,immune mechanisms | CFS/ME | fibromyalgia | cytokines | central sensitization
10.1136/medhum-2018-011598,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS|illness vs disease|psychological treatment|behavioral intervention|care philosophy
10.3389/fphys.2013.00087,abstract_only,yes,yes,other,not_applicable,no,,neurocognitive impairment|attention control|cognitive behavioral therapy|antidepressant medication|childhood ME/CFS
10.1620/tjem.186.33,abstract_only,yes,no,cross_sectional,not_applicable,yes,,prevalence|epidemiology|community survey|CFS diagnosis criteria
10.1109/embc.2019.8857427,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,cortisol dysregulation | fibromyalgia | CFS | endocrine biomarkers | system analysis
10.1111/1467-9566.13545,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS | welfare policy | identity formation | qualitative analysis
10.1080/21641846.2020.1757809,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS criteria | SEID nomenclature | case definitions | research standards
10.1300/j092v12n04_03,abstract_only,yes,no,cross_sectional,not_applicable,no,,family history | genetics | endocrine dysfunction | epidemiology
10.1371/journal.pone.0130643,abstract_only,no,no,other,not_applicable,yes,,preclinical|mouse model|serotonin|cytokines|post-infection fatigue
10.1016/j.biopsycho.2013.06.002,abstract_only,yes,no,cross_sectional,not_applicable,no,,autonomic nervous system | sympathetic reactivity | catecholamines | exercise physiology | biomarkers
pmid_34043303,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS treatment | prognosis | patient experiences | literature review
10.1093/infdis/170.1.1,abstract_only,yes,no,other,not_applicable,yes,editorial,CFS definition | infectious etiology | psychiatric comorbidity | diagnostic criteria
10.1249/fit.0000000000000876,abstract_only,no,no,unclear,not_applicable,yes,editorial,exercise|chronic fatigue syndrome|editorial
10.3389/fmed.2025.1703924,abstract_only,yes,no,other,not_applicable,no,,biomarker|TRPM3 ion channel|pathophysiology|NK cells
10.1136/archdischild-2016-310863.70,abstract_only,yes,no,rct,not_applicable,yes,protocol,paediatric CFS/ME | graded exercise therapy | activity management | feasibility trial
10.1080/11038128.2023.2200580,abstract_only,yes,no,cross_sectional,not_applicable,yes,,daily routines | social support | occupational participation | quality of life
10.1093/rheumatology/keu106.010,abstract_only,no,no,other,not_applicable,yes,review,fatigue management | physical activity | rheumatoid arthritis | qualitative study
10.1186/s12967-024-05148-0,abstract_only,yes,no,cross_sectional,not_applicable,no,,biomarkers | endothelial dysfunction | systemic inflammation | orthostatic intolerance | diagnostic differentiation
10.1016/j.clinbiomech.2020.01.003,abstract_only,yes,no,cross_sectional,not_applicable,no,,handgrip strength | exercise performance | physical assessment | ME/CFS | chronic fatigue
10.1101/2024.11.07.24316777,abstract_only,yes,no,cross_sectional,not_applicable,no,,Long COVID | ME/CFS-like symptoms | cortisol | biomarkers | post-acute phase
10.1300/j092v07n01_07,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS|endocrine dysfunction|healthcare workers|opinion piece
pmid_16483010,abstract_only,yes,no,other,not_applicable,yes,review,CFS etiology | differential diagnosis | occupational health
10.1155/2000/602862,abstract_only,yes,yes,rct,phase_3,no,,influenza vaccination | immunization | antibody response | CFS | double-blind RCT
10.1186/s12967-026-07889-6,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|fibromyalgia|overlap|pathophysiology|immune dysregulation
10.1016/s0022-3999(00)00088-x,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,CFS|personality|coping|Gulf War veterans|observational study
10.1007/s11926-016-0577-9,abstract_only,yes,no,other,not_applicable,yes,review,cognitive dysfunction | ME/CFS | review article | mechanisms | neurocognitive assessment
pmid_1654151,abstract_only,no,no,other,not_applicable,yes,review,HHV-6|diagnostic_review|serology|fatigue
10.1155/2018/9140896,abstract_only,yes,yes,other,not_applicable,no,,antioxidant|energy metabolism|mouse model|herbal supplement|oxidative stress
10.1016/j.gaitpost.2009.09.002,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS|sedentary behavior|objective measurement|activity patterns|observational study
10.1186/s12913-016-1909-1,abstract_only,yes,no,cross_sectional,not_applicable,yes,,continuity of care | GP experience | healthcare coordination | patient satisfaction
10.1186/1479-5876-7-96,abstract_only,yes,no,cross_sectional,not_applicable,no,,biomarkers | cytokines | immune dysfunction | diagnostic testing
10.1080/09638288.2022.2043462,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,case definition validation | symptom factor analysis | diagnostic criteria
10.5281/zenodo.20155958,abstract_only,no,no,unclear,not_applicable,yes,protocol,defensive publication | patent disclosure | agmatine formulation | proposed regimen
10.29219/fnr.v65.5730,abstract_only,yes,no,cross_sectional,not_applicable,no,,nutritional intake|supplement use|dietary patterns|health-related quality of life|observational study
10.1007/s10067-018-4009-2,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS history | nosology | disease classification | autoimmune overlap | diagnostic criteria
10.1016/j.jpsychores.2021.110556,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|joint hypermobility|functional somatic syndromes|systematic review|meta-analysis
10.3390/medicina57050418,abstract_only,yes,no,other,not_applicable,yes,review,Long COVID | ME/CFS | symptom comparison | systematic review
10.1016/j.jpsychores.2016.11.014,abstract_only,yes,yes,rct,phase_2,no,,HRV biofeedback | graded exercise training | fatigue | quality of life | depression
10.1016/s0300-2977(00)00030-9,abstract_only,yes,no,cross_sectional,not_applicable,yes,,carnitine levels | biomarkers | pathophysiology
pmid_17561685,abstract_only,yes,no,other,not_applicable,yes,review,history|nomenclature|diagnostic criteria
10.1007/978-1-0716-4498-0_9,abstract_only,yes,no,other,not_applicable,yes,review,DNA methylation | biomarkers | ME/CFS pathophysiology | diagnostic methods
10.3390/diagnostics12102540,abstract_only,yes,no,retrospective_cohort,not_applicable,yes,secondary_analysis,prognosis|prognostic factors|outcomes|recovery|diagnostic delay
10.1080/19404159909546606,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,ME/CFS|visual perception|Irlen syndrome|biochemical markers
10.1016/s0306-9877(03)00096-3,abstract_only,yes,no,other,not_applicable,yes,review,microbiome|lactic acid bacteria|immune dysfunction|oxidative stress
