doi,study_design,confidence
10.1016/j.bbi.2008.11.005,observational,high
10.1016/j.bbi.2010.04.012,observational,high
10.1016/j.bbi.2011.04.007,case_series,high
10.1016/j.bbi.2012.01.014,other,high
10.1016/j.bbi.2011.04.015,observational,high
10.1016/j.bbi.2007.04.007,observational,high
10.1016/j.bbi.2012.06.002,observational,high
10.1016/j.bbi.2012.06.006,other,high
10.1016/j.bbi.2011.01.010,other,high
10.1016/j.bbi.2012.02.008,observational,high
10.1016/j.bbi.2011.06.016,other,high
10.1016/j.bbi.2012.08.009,other,high
10.1016/j.bbi.2014.12.025,observational,high
10.1016/j.autrev.2023.103452,other,high
10.1016/j.bbi.2015.09.013,observational,high
10.1016/j.bbi.2017.01.007,other,high
10.1016/j.bbi.2012.11.007,observational,high
10.1016/j.bbi.2017.02.009,observational,high
10.1016/j.bbi.2018.09.023,observational,high
10.1016/j.bbi.2019.04.040,observational,high
10.1016/j.bbi.2018.11.008,observational,high
10.1016/j.bbi.2019.06.010,observational,high
10.1016/j.bbi.2021.08.219,observational,high
10.1016/j.bbi.2022.03.010,observational,high
10.1016/j.bbi.2021.03.023,observational,high
10.1016/j.bbi.2024.10.006,other,high
10.1016/j.bbih.2019.100028,observational,high
10.1016/j.bbi.2026.106837,observational,high
10.1016/j.bbi.2025.106098,observational,high
10.1016/j.bbi.2019.11.015,case_series,high
10.1016/j.bbi.2024.11.032,observational,high
10.1016/j.bbi.2015.07.004,observational,high
10.1016/j.bbih.2020.100047,other,high
10.1016/j.bbih.2020.100067,observational,high
10.1016/j.bbih.2022.100412,other,high
10.1016/j.bbih.2020.100107,observational,high
10.1016/j.bbih.2023.100627,observational,high
10.1016/j.bbih.2026.101187,case_series,high
10.1016/j.bbih.2025.101124,observational,high
10.1016/j.bbih.2025.101058,observational,high
10.1016/j.bbih.2023.100720,case_series,high
10.1016/j.bbii.2023.100022,other,high
10.1016/j.bbih.2026.101222,observational,high
10.1016/j.bbr.2024.114868,other,high
10.1016/j.bbr.2019.111975,other,high
10.1016/j.bbrc.2006.05.074,other,high
10.1016/j.bbrc.2008.08.135,observational,high
10.1016/j.bbrc.2003.09.207,case_series,high
10.1016/j.bbrc.2016.07.010,observational,medium
10.1016/j.bbrep.2026.102679,observational,high
10.1016/j.biopha.2018.10.076,other,high
10.1016/j.bbr.2009.07.020,other,high
10.1016/j.beth.2022.01.004,non_randomized_trial,high
10.1016/j.berh.2004.02.004,other,high
10.1016/j.biopha.2023.115723,rct,high
10.1016/j.biopsych.2004.10.031,observational,high
10.1016/j.biopsych.2016.07.016,observational,high
10.1016/j.biopsych.2026.01.004,observational,high
10.1016/j.biopsycho.2009.05.002,other,high
10.1016/j.biopsycho.2006.01.003,observational,high
10.1016/j.biopsycho.2004.03.015,observational,high
10.1016/j.bbr.2009.04.005,other,high
10.1016/j.biopsych.2013.05.001,other,high
10.1016/j.biosystems.2017.12.010,observational,high
10.1016/j.blre.2023.101075,other,high
10.1016/j.biopha.2023.114862,other,high
10.1016/j.biopsycho.2011.02.002,other,high
10.1016/j.biopsycho.2016.05.005,observational,high
10.1016/j.biopsycho.2018.05.016,observational,high
10.1016/j.bpsc.2018.01.015,observational,high
10.1016/j.braindev.2003.10.004,case_series,high
10.1016/j.braindev.2007.10.004,observational,high
10.1016/j.bpc.2015.03.009,other,high
10.1016/j.braindev.2010.12.009,non_randomized_trial,high
10.1016/j.brainresbull.2025.111671,observational,high
10.1016/j.brat.2006.08.019,observational,high
10.1016/j.brat.2007.03.002,non_randomized_trial,medium
10.1016/j.brainresbull.2023.110702,other,high
10.1016/j.biopsycho.2013.06.002,observational,high
10.1016/j.brat.2007.07.003,non_randomized_trial,high
10.1016/j.brainresbull.2011.06.007,other,high
10.1016/j.brat.2012.02.014,non_randomized_trial,high
10.1016/j.brat.2011.09.004,non_randomized_trial,high
10.1016/j.brat.2012.03.002,observational,high
10.1016/j.brat.2012.08.005,rct,high
10.1016/j.brainresbull.2016.09.015,other,high
10.1016/j.brat.2013.02.001,observational,high
10.1016/j.brat.2022.104243,non_randomized_trial,high
10.1016/j.brci.2025.100019,other,high
10.1016/j.brat.2013.10.005,observational,high
10.1016/j.brat.2014.08.013,non_randomized_trial,high
10.1016/j.brat.2025.104917,non_randomized_trial,low
10.1016/j.cca.2006.07.004,observational,high
10.1016/j.cca.2008.12.020,observational,high
10.1016/j.cca.2012.05.004,observational,high
10.1016/j.cca.2012.06.022,case_series,high
10.1016/j.cca.2009.02.010,observational,high
10.1016/j.cdtm.2020.11.002,other,high
10.1016/j.cdtm.2019.05.003,observational,high
10.1016/j.carbpol.2014.12.082,non_randomized_trial,high
10.1016/j.cccn.2005.05.036,observational,high
10.1016/j.cccn.2005.05.023,observational,high
10.1016/j.cca.2012.09.021,observational,high
10.1016/j.cccn.2005.04.029,observational,high
10.1016/j.chest.2023.03.049,other,high
10.1016/j.chom.2011.04.001,other,high
10.1016/j.chom.2023.01.001,observational,high
10.1016/j.chom.2023.01.011,observational,high
10.1016/j.chest.2022.04.146,rct,high
10.1016/j.clim.2022.109133,other,high
10.1016/j.chom.2023.01.004,observational,high
10.1016/j.cjca.2023.04.003,other,high
10.1016/j.clim.2020.108384,other,high
10.1016/j.clinbiomech.2016.07.008,observational,high
10.1016/j.clinbiomech.2020.01.003,observational,high
10.1016/j.clineuro.2010.12.002,observational,high
10.1016/j.clinph.2020.11.043,observational,high
10.1016/j.clinbiomech.2023.106055,observational,high
10.1016/j.clinph.2024.04.019,other,high
10.1016/j.clinph.2004.05.012,observational,high
10.1016/j.clinph.2004.06.007,observational,high
10.1016/j.clinthera.2016.04.038,other,high
10.1016/j.clinph.2014.12.016,observational,high
10.1016/j.clinthera.2018.10.019,non_randomized_trial,high
10.1016/j.clinthera.2019.02.010,observational,high
10.1016/j.clinthera.2018.12.016,other,high
10.1016/j.clinthera.2019.01.011,observational,high
10.1016/j.clinthera.2018.12.012,observational,high
10.1016/j.clinthera.2019.02.011,other,high
10.1016/j.clinthera.2019.03.002,observational,high
10.1016/j.clinthera.2019.02.014,case_series,high
10.1016/j.clinthera.2019.02.012,other,high
10.1016/j.clinthera.2019.04.001,observational,high
10.1016/j.clinthera.2019.04.009,other,high
10.1016/j.clnu.2015.07.010,rct,high
10.1016/j.clinthera.2024.05.010,case_series,high
10.1016/j.clinthera.2023.09.007,observational,high
10.1016/j.clinthera.2023.12.011,observational,high
10.1016/j.cnp.2020.01.003,observational,high
10.1016/j.cnp.2021.09.001,observational,high
10.1016/j.coi.2023.102305,other,high
10.1016/j.compbiomed.2015.06.005,other,high
10.1016/j.compbiolchem.2026.108995,observational,high
10.1016/j.chest.2021.01.082,observational,high
10.1016/j.comppsych.2009.02.002,observational,high
10.1016/j.comppsych.2013.04.015,observational,high
10.1016/j.comppsych.2016.02.002,non_randomized_trial,high
10.1016/j.comppsych.2016.02.006,observational,high
10.1016/j.comppsych.2017.07.006,observational,high
10.1016/j.coviro.2012.06.009,other,high
10.1016/j.coviro.2024.101437,other,high
10.1016/j.cpcardiol.2024.102554,other,high
10.1016/j.comppsych.2015.06.010,observational,high
10.1016/j.compbiomed.2025.110632,other,high
10.1016/j.cpr.2007.07.002,other,high
10.1016/j.cryobiol.2023.05.003,case_series,high
10.1016/j.cpr.2014.02.002,other,high
10.1016/j.cpr.2007.10.004,other,high
10.1016/j.cpr.2007.01.010,other,high
10.1016/j.csbj.2023.08.002,other,high
10.1016/j.ctim.2014.06.004,other,high
10.1016/j.ctcp.2020.101210,rct,high
10.1016/j.ctim.2025.103184,rct,high
10.1016/j.ctim.2026.103353,rct,high
10.1016/j.eclinm.2020.100392,observational,high
10.1016/j.cyto.2014.11.019,observational,high
10.1016/j.eclinm.2025.103073,other,high
10.1016/j.eclinm.2023.102146,observational,high
10.1016/j.diagmicrobio.2011.06.003,case_series,high
10.1016/j.cyto.2015.11.018,observational,high
10.1016/j.ejim.2007.08.003,observational,high
10.1016/j.dscb.2026.100318,other,high
10.1016/j.ejpain.2006.06.005,other,high
10.1016/j.ejpain.2006.02.001,observational,high
10.1016/j.ejpn.2018.10.006,observational,high
10.1016/j.endinu.2018.07.009,observational,high
10.1016/j.ensci.2025.100557,non_randomized_trial,medium
10.1016/j.eujim.2025.102550,other,high
10.1016/j.envres.2026.123874,non_randomized_trial,high
10.1016/j.ensci.2024.100537,case_series,high
10.1016/j.eprac.2025.12.020,case_series,high
10.1016/j.euroneuro.2010.10.008,non_randomized_trial,high
10.1016/j.euroneuro.2014.02.010,non_randomized_trial,high
10.1016/j.eurpsy.2017.01.1532,observational,high
10.1016/j.eujim.2025.102556,other,high
10.1016/j.eurpsy.2017.01.2245,observational,high
10.1016/j.freeradbiomed.2005.04.020,observational,high
10.1016/j.explore.2025.103231,non_randomized_trial,medium
10.1016/j.explore.2026.103374,case_series,high
10.1016/j.genhosppsych.2005.12.001,observational,high
10.1016/j.genhosppsych.2026.05.015,observational,high
10.1016/j.gaitpost.2009.09.002,observational,high
10.1016/j.gene.2023.147568,observational,high
10.1016/j.genhosppsych.2024.07.013,observational,high
10.1016/j.heliyon.2023.e15595,case_series,high
10.1016/j.heliyon.2023.e18250,observational,high
10.1016/j.heliyon.2023.e19605,observational,high
10.1016/j.heliyon.2025.e43478,other,high
10.1016/j.heliyon.2024.e27031,observational,high
10.1016/j.exger.2025.112860,other,high
10.1016/j.heliyon.2025.e43903,observational,high
10.1016/j.homp.2006.11.013,case_series,high
10.1016/j.homp.2008.06.005,case_series,high
10.1016/j.humic.2018.05.003,observational,high
10.1016/j.heliyon.2021.e08501,other,high
10.1016/j.humic.2019.100061,non_randomized_trial,high
10.1016/j.humimm.2015.09.028,case_series,high
10.1016/j.humimm.2015.06.014,case_series,high
10.1016/j.ibneur.2023.04.005,observational,high
10.1016/j.ibneur.2023.10.008,non_randomized_trial,high
10.1016/j.heliyon.2021.e07665,observational,high
10.1016/j.idc.2011.07.012,other,high
10.1016/j.ijbiomac.2024.133968,non_randomized_trial,medium
10.1016/j.ijchp.2019.11.003,case_series,high
10.1016/j.ijchp.2023.100420,observational,high
10.1016/j.ijcard.2008.04.051,observational,high
10.1016/j.ijchy.2020.100032,observational,high
10.1016/j.ijpsycho.2004.03.004,observational,high
10.1016/j.ijpsycho.2021.10.004,observational,high
10.1016/j.ijnurstu.2006.01.003,observational,high
10.1016/j.ijpsycho.2017.09.009,observational,high
10.1016/j.ijbiomac.2016.08.042,other,high
10.1016/j.imr.2024.101085,rct,high
10.1016/j.imr.2013.01.002,case_series,high
10.1016/j.imr.2019.04.005,other,medium
10.1016/j.invent.2018.12.003,other,high
10.1016/j.imr.2020.100664,rct,high
10.1016/j.isci.2025.114316,observational,high
10.1016/j.invent.2019.100290,other,high
10.1016/j.isci.2025.114178,other,high
10.1016/j.imbio.2008.04.003,other,high
10.1016/j.jad.2005.11.002,observational,high
10.1016/j.jacc.2021.06.045,other,high
10.1016/j.jad.2006.08.021,observational,high
10.1016/j.jad.2008.08.010,observational,high
10.1016/j.jad.2010.01.073,non_randomized_trial,high
10.1016/j.jad.2008.05.001,observational,high
10.1016/j.jad.2005.03.013,observational,high
10.1016/j.jad.2008.09.013,non_randomized_trial,high
10.1016/j.it.2025.10.010,other,high
10.1016/j.jad.2011.09.010,observational,high
10.1016/j.jad.2011.09.004,observational,high
10.1016/j.jad.2012.03.037,observational,high
10.1016/j.jad.2019.03.011,observational,high
10.1016/j.jad.2013.03.029,observational,high
10.1016/j.jad.2012.04.004,other,high
10.1016/j.jad.2010.11.028,observational,high
10.1016/j.jad.2020.05.113,observational,high
10.1016/j.jadohealth.2003.09.007,observational,high
10.1016/j.jad.2014.03.013,observational,high
10.1016/j.jadohealth.2013.03.009,other,high
10.1016/j.jadohealth.2009.08.001,observational,high
10.1016/j.jadohealth.2004.02.012,observational,high
10.1016/j.jare.2021.11.013,other,high
10.1016/j.jare.2024.11.011,observational,high
10.1016/j.java.2015.10.016,other,medium
10.1016/j.jbmt.2014.04.003,other,high
10.1016/j.jaut.2024.103267,observational,high
10.1016/j.jaut.2006.09.004,other,high
10.1016/j.jbmt.2019.03.006,case_series,high
10.1016/j.jaim.2017.08.008,other,high
10.1016/j.jbmt.2017.07.003,case_series,high
10.1016/j.jbmt.2025.05.048,other,high
10.1016/j.jaim.2017.06.011,other,high
10.1016/j.jbtep.2011.09.014,observational,high
10.1016/j.jbspin.2010.02.003,observational,high
10.1016/j.jbspin.2008.01.021,other,high
10.1016/j.jchf.2021.10.002,case_series,high
10.1016/j.jcte.2021.100284,other,high
10.1016/j.jcv.2014.11.021,case_series,high
10.1016/j.jchromb.2004.09.056,case_series,high
10.1016/j.jebo.2022.09.023,observational,high
10.1016/j.jchromb.2026.125179,other,high
10.1016/j.jelectrocard.2005.10.014,observational,high
10.1016/j.jad.2020.01.146,observational,high
10.1016/j.jcv.2020.104334,other,high
10.1016/j.jep.2011.08.030,other,high
10.1016/j.jep.2003.10.006,other,high
10.1016/j.jfma.2011.09.006,case_series,high
10.1016/j.jim.2021.113049,non_randomized_trial,medium
10.1016/j.jinf.2024.106297,other,high
10.1016/j.jep.2008.11.025,other,high
10.1016/j.jep.2017.03.041,other,high
10.1016/j.jiph.2024.102559,observational,high
10.1016/j.jiph.2024.102495,observational,high
10.1016/j.jep.2026.121604,other,high
10.1016/j.jjcc.2018.02.010,observational,high
10.1016/j.jmwh.2007.12.001,other,high
10.1016/j.jjcc.2009.02.008,observational,high
10.1016/j.jep.2024.119241,other,high
10.1016/j.jjcc.2016.06.003,non_randomized_trial,high
10.1016/j.jneuroim.2016.12.008,observational,high
10.1016/j.jmpt.2005.11.004,observational,high
10.1016/j.jep.2012.06.002,other,high
10.1016/j.jpain.2009.06.003,non_randomized_trial,high
10.1016/j.jns.2017.02.046,observational,high
10.1016/j.jns.2021.117326,non_randomized_trial,high
10.1016/j.jpain.2012.11.012,observational,high
10.1016/j.jneuroim.2023.578142,other,high
10.1016/j.jpain.2016.10.016,observational,high
10.1016/j.jpain.2022.03.180,observational,high
10.1016/j.jneuroim.2010.05.021,other,high
10.1016/j.jpainsymman.2006.10.014,observational,high
10.1016/j.jpeds.2007.03.012,case_series,high
10.1016/j.jpeds.2010.03.025,observational,high
10.1016/j.jpeds.2014.04.051,case_series,high
10.1016/j.jpeds.2018.05.012,observational,high
10.1016/j.jpeds.2021.09.014,observational,high
10.1016/j.jpsychires.2013.01.021,observational,high
10.1016/j.jpba.2026.117604,other,high
10.1016/j.jpsychires.2021.07.033,observational,high
10.1016/j.jpeds.2019.01.035,observational,high
10.1016/j.jpsychires.2025.01.056,observational,high
10.1016/j.jpsychires.2025.12.024,observational,high
10.1016/j.jpsychires.2026.02.026,other,high
10.1016/j.jpsychores.2004.03.005,observational,high
10.1016/j.jpsychores.2004.04.374,observational,high
10.1016/j.jpsychores.2004.03.015,observational,high
10.1016/j.jpsychores.2004.11.005,case_series,high
10.1016/j.jpsychores.2004.04.002,non_randomized_trial,high
10.1016/j.jpsychores.2005.02.002,case_series,high
10.1016/j.jpsychores.2005.04.003,observational,high
10.1016/j.jpsychores.2005.05.008,observational,high
10.1016/j.jpsychores.2005.07.008,observational,high
10.1016/j.jpsychores.2006.03.001,observational,high
10.1016/j.jpsychores.2005.08.015,observational,high
10.1016/j.jpsychores.2005.08.018,non_randomized_trial,high
10.1016/j.jpsychores.2007.03.003,other,high
10.1016/j.jpsychores.2005.12.006,non_randomized_trial,high
10.1016/j.jpsychores.2006.04.015,observational,high
10.1016/j.jpsychores.2006.04.002,observational,high
10.1016/j.jpsychores.2008.03.008,observational,high
10.1016/j.jpsychores.2007.12.006,observational,high
10.1016/j.jpsychores.2006.04.001,observational,high
10.1016/j.jpsychores.2007.07.009,observational,high
10.1016/j.jns.2010.11.018,observational,high
10.1016/j.jpsychores.2008.07.001,observational,high
10.1016/j.jpsychores.2008.03.015,observational,high
10.1016/j.jpsychires.2021.12.044,,
10.1016/j.jpsychores.2008.08.004,observational,high
10.1016/j.jpsychores.2009.02.004,observational,high
10.1016/j.jpsychores.2010.09.016,observational,high
10.1016/j.jpsychores.2010.01.022,other,high
10.1016/j.jpsychores.2010.01.008,other,high
10.1016/j.jpsychores.2009.09.014,non_randomized_trial,high
10.1016/j.jpsychores.2010.11.010,rct,high
10.1016/j.jpsychores.2010.02.004,observational,high
10.1016/j.jpsychores.2011.02.002,observational,medium
10.1016/j.jpsychores.2010.12.011,rct,high
10.1016/j.jpsychores.2011.02.009,observational,high
10.1016/j.jpsychores.2011.04.004,observational,high
10.1016/j.jpsychores.2011.08.001,non_randomized_trial,high
10.1016/j.jpsychores.2011.11.004,observational,high
10.1016/j.jpsychores.2011.05.005,non_randomized_trial,high
