original_url,replication_url,description,result,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_authors,replication_title,replication_journal,replication_volume,replication_issue,replication_pages,replication_year,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,original_es_r,replication_es_r,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,discipline,project_tag,tags,validated,validated_person,openalex_field,openalex_subfield,replication_citation_html,original_citation_html
http://doi.org/10.1037/0022-3514.94.3.396,http://doi.org/10.1098/rsos.231240,,failure,Marlone D. Henderson; Yaël de Liver; Peter M. Gollwitzer,The effects of an implemental mind-set on attitude strength.,Journal of Personality and Social Psychology,94,3,396-411,2008,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10,11,231240,2023,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Psychology,Applied Psychology,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1037/0022-3514.94.3.396"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Henderson M. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2008</a>"
http://doi.org/10.1037/0022-3514.95.1.76,http://doi.org/10.1098/rsos.231240,,failure,Benoît Monin; Pamela J. Sawyer; Matthew J. Marquez,The rejection of moral rebels: Resenting those who do the right thing.,Journal of Personality and Social Psychology,95,1,76-93,2008,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10,11,231240,2023,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Social Sciences,Sociology and Political Science,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1037/0022-3514.95.1.76"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Monin B. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2008</a>"
http://doi.org/10.1016/j.cognition.2009.02.001,http://doi.org/10.31234/osf.io/dca65,The use of personal force (direct use of muscles) is associated with decreased ratings of moral acceptability and permissibility.,inconclusive,Joshua D. Greene; Fiery A. Cushman; Lisa E. Stewart; Kelly Lowenberg; Leigh E. Nystrom; Jonathan D. Cohen,Pushing moral buttons: The interaction between personal force and intention in moral judgment,Cognition,111,3,364-371,2009,Trent M. Lynds; Sean P. Mackinnon,Effects of personal force and physical contact on moral decision-making: A replication,,,,,2024,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.31234/osf.io/dca65"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Lynds T. <i>et al.</i> <i></i> 2024</a>","<a href=""https://doi.org/10.1016/j.cognition.2009.02.001"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Greene J. <i>et al.</i> <i>Cognition</i> 2009</a>"
http://doi.org/10.1111/j.1467-9280.2009.02426.x,http://doi.org/10.2139/ssrn.2586261,,inconclusive,Nils B. Jostmann; Daniël Lakens; Thomas W. Schubert,Weight as an Embodiment of Importance,Psychological Science,20,9,1169-1174,2009,Sanja Djordjevic; Hans Ijzerman,Weight as an Embodiment of Importance: Replication and Extensions,SSRN Electronic Journal,,,,2015,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.2139/ssrn.2586261"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Djordjevic S. <i>et al.</i> <i>SSRN Electronic Journal</i> 2015</a>","<a href=""https://doi.org/10.1111/j.1467-9280.2009.02426.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Jostmann N. <i>et al.</i> <i>Psychological Science</i> 2009</a>"
http://doi.org/10.1152/japplphysiol.91324.2008,http://doi.org/10.31236/osf.io/tzn6d,Mental fatigue has a negative influence on exercise performance.,failure,Samuele M. Marcora; Walter Staiano; Victoria Manning,Mental fatigue impairs physical performance in humans,Journal of Applied Physiology,106,3,857-864,2009,Darias Holgado; Esther Troya; José C. Perales; Miguel A. Vadillo; Daniel Sanabria,Does mental fatigue impair physical performance? A replication study,,,,,2019,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Medicine,Orthopedics and Sports Medicine,"<a href=""https://doi.org/10.31236/osf.io/tzn6d"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Holgado D. <i>et al.</i> <i></i> 2019</a>","<a href=""https://doi.org/10.1152/japplphysiol.91324.2008"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Marcora S. <i>et al.</i> <i>Journal of Applied Physiology</i> 2009</a>"
http://doi.org/10.2466/pms.109.2.577-580,http://doi.org/10.2466/20.22.pms.114.1.185-188,,inconclusive,James A. Anderson; James W. Grice,Replicating a Simple Study of Asymmetry in Human Cognition,Perceptual and Motor Skills,109,2,577-580,2009,James A. Anderson; Devan Ramirez; Drew Stephenson,Asymmetry in Human Cognition: Further Replication and Extension,Perceptual and Motor Skills,114,1,185-188,2012,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Psychology,Social Psychology,"<a href=""https://doi.org/10.2466/20.22.pms.114.1.185-188"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Anderson J. <i>et al.</i> <i>Perceptual and Motor Skills</i> 2012</a>","<a href=""https://doi.org/10.2466/pms.109.2.577-580"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Anderson J. <i>et al.</i> <i>Perceptual and Motor Skills</i> 2009</a>"
http://doi.org/10.1037/a0013748,http://doi.org/10.1177/2515245918810225,,inconclusive,Kurt Gray; Daniel M. Wegner,Moral typecasting: Divergent perceptions of moral agents and moral patients.,Journal of Personality and Social Psychology,96,3,505-520,2009,Richard A. Klein; Michelangelo Vianello; Fred Hasselman; Byron G. Adams; Reginald B. Adams; Sinan Alper; Mark Aveyard; Jordan R. Axt; Mayowa T. Babalola; Štěpán Bahník; Rishtee Batra; Mihály Berkics; Michael J. Bernstein; Daniel R. Berry; Olga Bialobrzeska; Evans Dami Binan; Konrad Bocian; Mark J. Brandt; Robert Busching; Anna Cabak Rédei; Huajian Cai; Fanny Cambier; Katarzyna Cantarero; Cheryl L. Carmichael; Francisco Ceric; Jesse Chandler; Jen-Ho Chang; Armand Chatard; Eva E. Chen; Winnee Cheong; David C. Cicero; Sharon Coen; Jennifer A. Coleman; Brian Collisson; Morgan A. Conway; Katherine S. Corker; Paul G. Curran; Fiery Cushman; Zubairu K. Dagona; Ilker Dalgar; Anna Dalla Rosa; William E. Davis; Maaike de Bruijn; Leander de Schutter; Thierry Devos; Marieke de Vries; Canay Doğulu; Nerisa Dozo; Kristin Nicole Dukes; Yarrow Dunham; Kevin Durrheim; Charles R. Ebersole; John E. Edlund; Anja Eller; Alexander Scott English; Carolyn Finck; Natalia Frankowska; Miguel-Ángel Freyre; Mike Friedman; Elisa Maria Galliani; Joshua C. Gandi; Tanuka Ghoshal; Steffen R. Giessner; Tripat Gill; Timo Gnambs; Ángel Gómez; Roberto González; Jesse Graham; Jon E. Grahe; Ivan Grahek; Eva G. T. Green; Kakul Hai; Matthew Haigh; Elizabeth L. Haines; Michael P. Hall; Marie E. Heffernan; Joshua A. Hicks; Petr Houdek; Jeffrey R. Huntsinger; Ho Phi Huynh; Hans Ijzerman; Yoel Inbar; Åse H. Innes-Ker; William Jiménez-Leal; Melissa-Sue John; Jennifer A. Joy-Gaba; Roza G. Kamiloğlu; Heather Barry Kappes; Serdar Karabati; Haruna Karick; Victor N. Keller; Anna Kende; Nicolas Kervyn; Goran Knežević; Carrie Kovacs; Lacy E. Krueger; German Kurapov; Jamie Kurtz; Daniël Lakens; Ljiljana B. Lazarević; Carmel A. Levitan; Neil A. Lewis; Samuel Lins; Nikolette P. Lipsey; Joy E. Losee; Esther Maassen; Angela T. Maitner; Winfrida Malingumu; Robyn K. Mallett; Satia A. Marotta; Janko Međedović; Fernando Mena-Pacheco; Taciano L. Milfont; Wendy L. Morris; Sean C. Murphy; Andriy Myachykov; Nick Neave; Koen Neijenhuijs; Anthony J. Nelson; Félix Neto; Austin Lee Nichols; Aaron Ocampo; Susan L. O’Donnell; Haruka Oikawa; Masanori Oikawa; Elsie Ong; Gábor Orosz; Malgorzata Osowiecka; Grant Packard; Rolando Pérez-Sánchez; Boban Petrović; Ronaldo Pilati; Brad Pinter; Lysandra Podesta; Gabrielle Pogge; Monique M. H. Pollmann; Abraham M. Rutchick; Patricio Saavedra; Alexander K. Saeri; Erika Salomon; Kathleen Schmidt; Felix D. Schönbrodt; Maciej B. Sekerdej; David Sirlopú; Jeanine L. M. Skorinko; Michael A. Smith; Vanessa Smith-Castro; Karin C. H. J. Smolders; Agata Sobkow; Walter Sowden; Philipp Spachtholz; Manini Srivastava; Troy G. Steiner; Jeroen Stouten; Chris N. H. Street; Oskar K. Sundfelt; Stephanie Szeto; Ewa Szumowska; Andrew C. W. Tang; Norbert Tanzer; Morgan J. Tear; Jordan Theriault; Manuela Thomae; David Torres; Jakub Traczyk; Joshua M. Tybur; Adrienn Ujhelyi; Robbie C. M. van Aert; Marcel A. L. M. van Assen; Marije van der Hulst; Paul A. M. van Lange; Anna Elisabeth van ’T Veer; Alejandro Vásquez- Echeverría; Leigh Ann Vaughn; Alexandra Vázquez; Luis Diego Vega; Catherine Verniers; Mark Verschoor; Ingrid P. J. Voermans; Marek A. Vranka; Cheryl Welch; Aaron L. Wichman; Lisa A. Williams; Michael Wood; Julie A. Woodzicka; Marta K. Wronska; Liane Young; John M. Zelenski; Zeng Zhijia; Brian A. Nosek,Many Labs 2: Investigating Variation in Replicability Across Samples and Settings,Advances in Methods and Practices in Psychological Science,1,4,443-490,2018,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1177/2515245918810225"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Klein R. <i>et al.</i> <i>Advances in Methods and Practices in Psychological Science</i> 2018</a>","<a href=""https://doi.org/10.1037/a0013748"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Gray K. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2009</a>"
http://doi.org/10.1037/a0015960,http://doi.org/10.1177/2515245918810225,,failure,Yoel Inbar; David A. Pizarro; Joshua Knobe; Paul Bloom,Disgust sensitivity predicts intuitive disapproval of gays.,Emotion,9,3,435-439,2009,Richard A. Klein; Michelangelo Vianello; Fred Hasselman; Byron G. Adams; Reginald B. Adams; Sinan Alper; Mark Aveyard; Jordan R. Axt; Mayowa T. Babalola; Štěpán Bahník; Rishtee Batra; Mihály Berkics; Michael J. Bernstein; Daniel R. Berry; Olga Bialobrzeska; Evans Dami Binan; Konrad Bocian; Mark J. Brandt; Robert Busching; Anna Cabak Rédei; Huajian Cai; Fanny Cambier; Katarzyna Cantarero; Cheryl L. Carmichael; Francisco Ceric; Jesse Chandler; Jen-Ho Chang; Armand Chatard; Eva E. Chen; Winnee Cheong; David C. Cicero; Sharon Coen; Jennifer A. Coleman; Brian Collisson; Morgan A. Conway; Katherine S. Corker; Paul G. Curran; Fiery Cushman; Zubairu K. Dagona; Ilker Dalgar; Anna Dalla Rosa; William E. Davis; Maaike de Bruijn; Leander de Schutter; Thierry Devos; Marieke de Vries; Canay Doğulu; Nerisa Dozo; Kristin Nicole Dukes; Yarrow Dunham; Kevin Durrheim; Charles R. Ebersole; John E. Edlund; Anja Eller; Alexander Scott English; Carolyn Finck; Natalia Frankowska; Miguel-Ángel Freyre; Mike Friedman; Elisa Maria Galliani; Joshua C. Gandi; Tanuka Ghoshal; Steffen R. Giessner; Tripat Gill; Timo Gnambs; Ángel Gómez; Roberto González; Jesse Graham; Jon E. Grahe; Ivan Grahek; Eva G. T. Green; Kakul Hai; Matthew Haigh; Elizabeth L. Haines; Michael P. Hall; Marie E. Heffernan; Joshua A. Hicks; Petr Houdek; Jeffrey R. Huntsinger; Ho Phi Huynh; Hans Ijzerman; Yoel Inbar; Åse H. Innes-Ker; William Jiménez-Leal; Melissa-Sue John; Jennifer A. Joy-Gaba; Roza G. Kamiloğlu; Heather Barry Kappes; Serdar Karabati; Haruna Karick; Victor N. Keller; Anna Kende; Nicolas Kervyn; Goran Knežević; Carrie Kovacs; Lacy E. Krueger; German Kurapov; Jamie Kurtz; Daniël Lakens; Ljiljana B. Lazarević; Carmel A. Levitan; Neil A. Lewis; Samuel Lins; Nikolette P. Lipsey; Joy E. Losee; Esther Maassen; Angela T. Maitner; Winfrida Malingumu; Robyn K. Mallett; Satia A. Marotta; Janko Međedović; Fernando Mena-Pacheco; Taciano L. Milfont; Wendy L. Morris; Sean C. Murphy; Andriy Myachykov; Nick Neave; Koen Neijenhuijs; Anthony J. Nelson; Félix Neto; Austin Lee Nichols; Aaron Ocampo; Susan L. O’Donnell; Haruka Oikawa; Masanori Oikawa; Elsie Ong; Gábor Orosz; Malgorzata Osowiecka; Grant Packard; Rolando Pérez-Sánchez; Boban Petrović; Ronaldo Pilati; Brad Pinter; Lysandra Podesta; Gabrielle Pogge; Monique M. H. Pollmann; Abraham M. Rutchick; Patricio Saavedra; Alexander K. Saeri; Erika Salomon; Kathleen Schmidt; Felix D. Schönbrodt; Maciej B. Sekerdej; David Sirlopú; Jeanine L. M. Skorinko; Michael A. Smith; Vanessa Smith-Castro; Karin C. H. J. Smolders; Agata Sobkow; Walter Sowden; Philipp Spachtholz; Manini Srivastava; Troy G. Steiner; Jeroen Stouten; Chris N. H. Street; Oskar K. Sundfelt; Stephanie Szeto; Ewa Szumowska; Andrew C. W. Tang; Norbert Tanzer; Morgan J. Tear; Jordan Theriault; Manuela Thomae; David Torres; Jakub Traczyk; Joshua M. Tybur; Adrienn Ujhelyi; Robbie C. M. van Aert; Marcel A. L. M. van Assen; Marije van der Hulst; Paul A. M. van Lange; Anna Elisabeth van ’T Veer; Alejandro Vásquez- Echeverría; Leigh Ann Vaughn; Alexandra Vázquez; Luis Diego Vega; Catherine Verniers; Mark Verschoor; Ingrid P. J. Voermans; Marek A. Vranka; Cheryl Welch; Aaron L. Wichman; Lisa A. Williams; Michael Wood; Julie A. Woodzicka; Marta K. Wronska; Liane Young; John M. Zelenski; Zeng Zhijia; Brian A. Nosek,Many Labs 2: Investigating Variation in Replicability Across Samples and Settings,Advances in Methods and Practices in Psychological Science,1,4,443-490,2018,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1177/2515245918810225"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Klein R. <i>et al.</i> <i>Advances in Methods and Practices in Psychological Science</i> 2018</a>","<a href=""https://doi.org/10.1037/a0015960"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Inbar Y. <i>et al.</i> <i>Emotion</i> 2009</a>"
http://doi.org/10.1016/j.concog.2008.11.006,http://doi.org/10.1007/s13164-018-0400-9,,failure,Thomas Nadelhoffer; Trevor Kvaran; Eddy Nahmias,Temperament and intuition: A commentary on Feltz and Cokely,Consciousness and Cognition,18,1,351-355,2009,Florian Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James Beebe; Renatas Berniūnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Diaz; Noah N’Djaye Nikolai van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar Hannikainen; José V. Hernández-Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklos Kurthy; Anthony Lantian; Shen-Yi Liao; Edouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12,1,9-44,2021,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1007/s13164-018-0400-9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Cova F. <i>et al.</i> <i>Review of Philosophy and Psychology</i> 2021</a>","<a href=""https://doi.org/10.1016/j.concog.2008.11.006"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Nadelhoffer T. <i>et al.</i> <i>Consciousness and Cognition</i> 2009</a>"
http://doi.org/10.1080/09515080902802769,http://doi.org/10.1007/s13164-018-0400-9,,failure,Craig Roxborough; Jill Cumby,Folk psychological concepts: Causation1,Philosophical Psychology,22,2,205-213,2009,Florian Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James Beebe; Renatas Berniūnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Diaz; Noah N’Djaye Nikolai van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar Hannikainen; José V. Hernández-Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklos Kurthy; Anthony Lantian; Shen-Yi Liao; Edouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12,1,9-44,2021,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1007/s13164-018-0400-9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Cova F. <i>et al.</i> <i>Review of Philosophy and Psychology</i> 2021</a>","<a href=""https://doi.org/10.1080/09515080902802769"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Roxborough C. <i>et al.</i> <i>Philosophical Psychology</i> 2009</a>"
http://doi.org/10.5840/jphil20091061128,http://doi.org/10.1007/s13164-018-0400-9,,success,Christopher Hitchcock; Joshua Knobe,Cause and Norm,Journal of Philosophy,106,11,587-612,2009,Florian Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James Beebe; Renatas Berniūnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Diaz; Noah N’Djaye Nikolai van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar Hannikainen; José V. Hernández-Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklos Kurthy; Anthony Lantian; Shen-Yi Liao; Edouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12,1,9-44,2021,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Arts and Humanities,History and Philosophy of Science,"<a href=""https://doi.org/10.1007/s13164-018-0400-9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Cova F. <i>et al.</i> <i>Review of Philosophy and Psychology</i> 2021</a>","<a href=""https://doi.org/10.5840/jphil20091061128"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Hitchcock C. <i>et al.</i> <i>Journal of Philosophy</i> 2009</a>"
http://doi.org/10.1075/arcl.7.07gri,http://doi.org/10.32714/ricl.10.01.08,,success,Stefan Th. Gries; Stefanie Wulff,Psycholinguistic and corpus-linguistic evidence for L2 constructions,Annual Review of Cognitive Linguistics,7,,163-186,2009,Sophia Minnillo; Claudia Sánchez-Gutiérrez; Agustina Carando; Samuel Davidson; Paloma Fernández Mira; Kenji Sagae,Preterit-imperfect acquisition in L2 Spanish writing: Moving beyond lexical aspect,Research in Corpus Linguistics,10,1,156-184,2022,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Psychology,Experimental and Cognitive Psychology,"<a href=""https://doi.org/10.32714/ricl.10.01.08"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Minnillo S. <i>et al.</i> <i>Research in Corpus Linguistics</i> 2022</a>","<a href=""https://doi.org/10.1075/arcl.7.07gri"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Gries S. <i>et al.</i> <i>Annual Review of Cognitive Linguistics</i> 2009</a>"
http://doi.org/10.1016/j.neuropsychologia.2009.05.011,http://doi.org/10.1098/rsos.231240,,failure,Mariagrazia Ranzini; Stanislas Dehaene; Manuela Piazza; Edward M. Hubbard,Neural mechanisms of attentional shifts due to irrelevant spatial and numerical cues,Neuropsychologia,47,12,2615-2624,2009,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10,11,231240,2023,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Mathematics,Statistics and Probability,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1016/j.neuropsychologia.2009.05.011"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Ranzini M. <i>et al.</i> <i>Neuropsychologia</i> 2009</a>"
