validated,validated_person,source,discipline,effect,tags,description,claim_text_orig,claim_statistics_orig,claim_statistics_orig_page,claim_text_orig_page,notes,contributors,date_entered,notes_validation,exclusion,es_original,es_replication,n_original,n_replication,ref_original,doi_original,refonly_original,study_original,ref_replication,doi_replication,refonly_replication,study_replication,es_orig,es_rep,es_orig_value,es_orig_estype,es_rep_value,es_rep_estype,pval_value_o,pval_type_o,pval_tails_o,pval_value_r,pval_type_r,pval_tails_r,es_orig_RRR,es_orig_RRR_estype,es_rep_RRR,es_rep_RRR_estype,osf_link,outcome,published_rep,id_sample,same_design,nesting,same_test,original_authors,study_orig,study_rep,teststatistic_orig,teststatistic_rep,p_es_orig,p_es_rep,p_n_orig,p_n_rep,p_p_orig,p_p_rep,result,preregistration,differences,vi_orig,vi_rep,ci.lower_original,ci.upper_original,ci.lower_replication,ci.upper_replication,significant_original,significant_replication,power,orig_journal,both_pdfs,ON_COS_SHEET,DOI_changed,dupl
3,CD,RRR4,,ego depletion,,ego depletion effect,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=47 (in Curate Science und in Originalartikel geprüft,,0.72,0.21,14,19,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234.",10.1177/0956797614526415,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234. https://doi.org/10.1177/0956797614526415",,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., . . . Zwienenberg, M. (2016). A multilab preregistered replication of the ego-depletion effect. Perspectives on Psychological Science, 11, 546–573.",10.1177/1745691616652873,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., Brand, R., Brandt, M. J., Brewer, G., Bruyneel, S., Calvillo, D. P., Campbell, W. K., Cannon, P. R., Carlucci, M., Carruth, N. P., Cheung, T., Crowell, A., De Ridder, D. T. D., Dewitte, S., … Zwienenberg, M. (2016). A Multilab Preregistered Replication of the Ego-Depletion Effect. Perspectives on Psychological Science, 11(4), 546-573. https://doi.org/10.1177/1745691616652873",,r = .72 ± .33,r = .21 ± .46,0.72,r,0.21,r,,,,,,,-.69 ± .59,d,.04 ± .45,d,,no signal - inconsistent (imprecise),,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.306514211,0.904894284,-0.269959047,0.606371206,1,0,0.981,Psychological Science,1,0,,
3,CD,RRR4,,ego depletion,,ego depletion effect,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=47 (in Curate Science und in Originalartikel geprüft,,0.86,0.12,8,8,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234.",10.1177/0956797614526415,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234. https://doi.org/10.1177/0956797614526415",,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., . . . Zwienenberg, M. (2016). A multilab preregistered replication of the ego-depletion effect. Perspectives on Psychological Science, 11, 546–573.",10.1177/1745691616652873,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., Brand, R., Brandt, M. J., Brewer, G., Bruyneel, S., Calvillo, D. P., Campbell, W. K., Cannon, P. R., Carlucci, M., Carruth, N. P., Cheung, T., Crowell, A., De Ridder, D. T. D., Dewitte, S., … Zwienenberg, M. (2016). A Multilab Preregistered Replication of the Ego-Depletion Effect. Perspectives on Psychological Science, 11(4), 546-573. https://doi.org/10.1177/1745691616652873",,r = .86 ± .38,r = .12 ± .78,0.86,r,0.12,r,,,,,,,-.69 ± .59,d,.09 ± .36,d,,no signal - consistent (imprecise),,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.394249876,0.974255723,-0.638680207,0.760375043,1,0,0.92,Psychological Science,1,0,,
3,CD,RRR4,,ego depletion,,ego depletion effect,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=47 (in Curate Science und in Originalartikel geprüft,,0.48,0.18,48,48,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234.",10.1177/0956797614526415,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234. https://doi.org/10.1177/0956797614526415",,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., . . . Zwienenberg, M. (2016). A multilab preregistered replication of the ego-depletion effect. Perspectives on Psychological Science, 11, 546–573.",10.1177/1745691616652873,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., Brand, R., Brandt, M. J., Brewer, G., Bruyneel, S., Calvillo, D. P., Campbell, W. K., Cannon, P. R., Carlucci, M., Carruth, N. P., Cheung, T., Crowell, A., De Ridder, D. T. D., Dewitte, S., … Zwienenberg, M. (2016). A Multilab Preregistered Replication of the Ego-Depletion Effect. Perspectives on Psychological Science, 11(4), 546-573. https://doi.org/10.1177/1745691616652873",,r = .48 ± .23,r = .18 ± .29,0.48,r,0.18,r,,,,,,,-.69 ± .59,d,.11 ± .39,d,,no signal - inconsistent (imprecise),,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.226796922,0.672426097,-0.109747659,0.441551861,1,0,0.971,Psychological Science,1,0,,
3,"CD, PS",RRR8,,professor priming,,professor priming,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=43 (in Curate Science ,,0.326136346,0.242535625,47,68,"Dijksterhuis, A., & Van Knippenberg, A. (1998). The relation between perception and behavior, or how to win a game of trivial pursuit. Journal of personality and social psychology, 74(4), 865. Study 4",10.1037/0022-3514.74.4.865,"Dijksterhuis, A., & Van Knippenberg, A. (1998). The relation between perception and behavior, or how to win a game of trivial pursuit. Journal of personality and social psychology, 74(4), 865. https://doi.org/10.1037/0022-3514.74.4.865",4,"O’Donnell, M., Nelson, L. D., Ackermann, E., Aczel, B., Akhtar, A., Aldrovandi, S., Alshaif, N., Andringa, R., Aveyard, M., Babincak, P., Balatekin, N., Baldwin, S. A., Banik, G., Baskin, E., Bell, R., Białobrzeska, O., Birt, A. R., Boot, W. R., Braithwaite, S. R., … Zrubka, M. (2018). Registered Replication Report: Dijksterhuis and van Knippenberg (1998). Perspectives on Psychological Science, 13(2), 268-294.",10.1177/1745691618755704,"O’Donnell, M., Nelson, L. D., Ackermann, E., Aczel, B., Akhtar, A., Aldrovandi, S., Alshaif, N., Andringa, R., Aveyard, M., Babincak, P., Balatekin, N., Baldwin, S. A., Banik, G., Baskin, E., Bell, R., Białobrzeska, O., Birt, A. R., Boot, W. R., Braithwaite, S. R., … Zrubka, M. (2018). Registered Replication Report: Dijksterhuis and van Knippenberg (1998). Perspectives on Psychological Science, 13(2), 268-294. https://doi.org/10.1177/1745691618755704",,d = -.69 ± .59,d = -.50 ± .48,-0.69,d,-0.5,d,,,,,,,13.20%,PD,.88% ± 2.93% ,PD,,signal - consistent,,,,,,,,,,,,,,,,,success,,,,,0.042996383,0.560782749,0.004362821,0.454668776,1,1,0.865,Journal of Personality and Social Psychology,1,0,10.1037/0022-3514.74.4.865,
3,"CD, PS",RRR9,,hostility priming,,RRR9: hostility priming increases…,,,,,,,1/1/23 0:00,Keine Werte angegeben,,0.326136346,0.019996001,47,90,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. Study 1",10.1037/0022-3514.37.10.1660,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. https://doi.org/10.1037/0022-3514.37.10.1660",1,"McCarthy, R. J., Skowronski, J. J., Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., Acar, O. A., Aczél, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben‐Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. P. (2018). Registered Replication Report on Srull and Wyer (1979). Advances in Methods and Practices in Psychological Science, 1(3). (sample 1)",10.1177/2515245918777487,"Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., McCarthy, R. J., Skowronski, J. J., Acar, O. A., Aczel, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben-Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. (2018). Registered replication report on Mazar, Amir, and Ariely (2008). Advances in Methods and Practices in Psychological Science, 1(3), 299–317. https://doi.org/10.1177/2515245918781032",Sample 01,d = -.69 ± .59,d = -.04 ± .42,-0.69,d,-0.04,d,,,,,,,,,,,,no signal - inconsistent,,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.042996383,0.560782749,-0.187873095,0.226150628,1,0,0.937,Journal of Personality and Social Psychology,1,0,10.1037/0022-3514.37.10.1660,
3,CD,RRR9,,hostility priming,,RRR9: hostility priming increases…,,,,,,,1/1/23 0:00,Keine Werte angegeben,,0.326136346,0.019996001,47,181,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. Study 1",10.1037/0022-3514.37.10.1660,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. https://doi.org/10.1037/0022-3514.37.10.1660",1,"McCarthy, R. J., Skowronski, J. J., Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., Acar, O. A., Aczél, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben‐Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. P. (2018). Registered Replication Report on Srull and Wyer (1979). Advances in Methods and Practices in Psychological Science, 1(3). (sample 2)",10.1177/2515245918777487,"Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., McCarthy, R. J., Skowronski, J. J., Acar, O. A., Aczel, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben-Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. (2018). Registered replication report on Mazar, Amir, and Ariely (2008). Advances in Methods and Practices in Psychological Science, 1(3), 299–317. https://doi.org/10.1177/2515245918781032",Sample 02,d = -.69 ± .59,d = -.04 ± .29,-0.69,d,-0.04,d,,,,,,,,,,,,no signal - inconsistent,,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.042996383,0.560782749,-0.126229912,0.165371438,1,0,0.998,Journal of Personality and Social Psychology,1,0,,
3,CD,RRR9,,hostility priming,,RRR9: hostility priming increases…,,,,,,,1/1/23 0:00,Keine Werte angegeben,,0.326136346,0,47,101,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. Study 1",10.1037/0022-3514.37.10.1660,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. https://doi.org/10.1037/0022-3514.37.10.1660",1,"McCarthy, R. J., Skowronski, J. J., Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., Acar, O. A., Aczél, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben‐Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. P. (2018). Registered Replication Report on Srull and Wyer (1979). Advances in Methods and Practices in Psychological Science, 1(3). (sample 3)",10.1177/2515245918777487,"Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., McCarthy, R. J., Skowronski, J. J., Acar, O. A., Aczel, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben-Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. (2018). Registered replication report on Mazar, Amir, and Ariely (2008). Advances in Methods and Practices in Psychological Science, 1(3), 299–317. https://doi.org/10.1177/2515245918781032",Sample 03,d = -.69 ± .59,d = .00 ± .39,-0.69,d,0,d,,,,,,,,,,,,no signal - inconsistent,,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.042996383,0.560782749,-0.195439263,0.195439263,1,0,0.958,Journal of Personality and Social Psychology,1,0,,
3,CD,RRR9,,hostility priming,,RRR9: hostility priming increases…,,,,,,,1/1/23 0:00,Keine Werte angegeben,,0.326136346,0,47,79,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. Study 1",10.1037/0022-3514.37.10.1660,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. https://doi.org/10.1037/0022-3514.37.10.1660",1,"McCarthy, R. J., Skowronski, J. J., Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., Acar, O. A., Aczél, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben‐Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. P. (2018). Registered Replication Report on Srull and Wyer (1979). Advances in Methods and Practices in Psychological Science, 1(3). (sample 4)",10.1177/2515245918777487,"Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., McCarthy, R. J., Skowronski, J. J., Acar, O. A., Aczel, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben-Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. (2018). Registered replication report on Mazar, Amir, and Ariely (2008). Advances in Methods and Practices in Psychological Science, 1(3), 299–317. https://doi.org/10.1177/2515245918781032",Sample 04,d = -.69 ± .59,d = .00 ± .44,-0.69,d,0,d,,,,,,,,,,,,no signal - inconsistent,,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.042996383,0.560782749,-0.221110402,0.221110402,1,0,0.907,Journal of Personality and Social Psychology,1,0,,
3,CD,RRR9,,hostility priming,,RRR9: hostility priming increases…,,,,,,,1/1/23 0:00,Keine Werte angegeben,,0.326136346,0.019996001,47,75,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. Study 1",10.1037/0022-3514.37.10.1660,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. https://doi.org/10.1037/0022-3514.37.10.1660",1,"McCarthy, R. J., Skowronski, J. J., Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., Acar, O. A., Aczél, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben‐Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. P. (2018). Registered Replication Report on Srull and Wyer (1979). Advances in Methods and Practices in Psychological Science, 1(3). (sample 5)",10.1177/2515245918777487,"Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., McCarthy, R. J., Skowronski, J. J., Acar, O. A., Aczel, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben-Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. (2018). Registered replication report on Mazar, Amir, and Ariely (2008). Advances in Methods and Practices in Psychological Science, 1(3), 299–317. https://doi.org/10.1177/2515245918781032",Sample 05,d = -.69 ± .59,d = .04 ± .45,-0.69,d,0.04,d,,,,,,,,,,,,no signal - inconsistent,,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.042996383,0.560782749,-0.207909405,0.245842134,1,0,0.894,Journal of Personality and Social Psychology,1,0,,
3,CD,RRR9,,hostility priming,,RRR9: hostility priming increases…,,,,,,,1/1/23 0:00,Keine Werte angegeben,,0.326136346,0.044954507,47,126,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. Study 1",10.1037/0022-3514.37.10.1660,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. https://doi.org/10.1037/0022-3514.37.10.1660",1,"McCarthy, R. J., Skowronski, J. J., Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., Acar, O. A., Aczél, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben‐Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. P. (2018). Registered Replication Report on Srull and Wyer (1979). Advances in Methods and Practices in Psychological Science, 1(3). (sample 6)",10.1177/2515245918777487,"Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., McCarthy, R. J., Skowronski, J. J., Acar, O. A., Aczel, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben-Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. (2018). Registered replication report on Mazar, Amir, and Ariely (2008). Advances in Methods and Practices in Psychological Science, 1(3), 299–317. https://doi.org/10.1177/2515245918781032",Sample 06,d = -.69 ± .59,d = .09 ± .36,-0.69,d,0.09,d,,,,,,,,,,,,no signal - inconsistent,,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.042996383,0.560782749,-0.130982308,0.218146175,1,0,0.983,Journal of Personality and Social Psychology,1,0,,
3,CD,RRR9,,hostility priming,,RRR9: hostility priming increases…,,,,,,,1/1/23 0:00,Keine Werte angegeben,,0.326136346,0.054917001,47,102,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. Study 1",10.1037/0022-3514.37.10.1660,"Srull T. K., Wyer R. S. (1979). The role of category accessibility in the interpretation of information about persons: Some determinants and implications. Journal of Personality and Social Psychology, 37, 1660–1672. https://doi.org/10.1037/0022-3514.37.10.1660",1,"McCarthy, R. J., Skowronski, J. J., Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., Acar, O. A., Aczél, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben‐Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. P. (2018). Registered Replication Report on Srull and Wyer (1979). Advances in Methods and Practices in Psychological Science, 1(3). (sample 7)",10.1177/2515245918777487,"Verschuere, B., Meijer, E. H., Jim, A., Hoogesteyn, K., Orthey, R., McCarthy, R. J., Skowronski, J. J., Acar, O. A., Aczel, B., Bakos, B. E., Barbosa, F., Baskin, E., Bègue, L., Ben-Shakhar, G., Birt, A. R., Blatz, L., Charman, S. D., Claesen, A., Clay, S. L., . . . Yıldız, E. (2018). Registered replication report on Mazar, Amir, and Ariely (2008). Advances in Methods and Practices in Psychological Science, 1(3), 299–317. https://doi.org/10.1177/2515245918781032",Sample 07,d = -.69 ± .59,d = .11 ± .39,-0.69,d,0.11,d,,,,,,,,,,,,no signal - inconsistent,,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.042996383,0.560782749,-0.141064461,0.246756543,1,0,0.959,Journal of Personality and Social Psychology,1,0,,
