description,result,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_url
This study tested whether blocking BET proteins from binding chromatin could treat MLL-fusion leukemia by disrupting cancer-promoting gene expression. Subexperiment #6: Leukaemia burden in bone marrow of I-BET151 vs vehicle control,inconclusive,,,Cliff's delta,,,,,18,0.1,Cliff's delta,"[-0.4160938, 0.5673656]",0.7618264,z,,https://doi.org/10.1038/nature10509,Mark A. Dawson; Rab K. Prinjha; Antje Dittmann; George Giotopoulos; Marcus Bantscheff; Wai-In Chan; Samuel C. Robson; Chun‐wa Chung; Carsten Hopf; Mikhail M. Savitski; Carola Huthmacher; Emma Gudgin; Dave Lugo; Sören Beinke; Trevor Chapman; Emma J. Roberts; Peter E. Soden; Kurt R. Auger; Olivier Mirguet; Konstanze Doehner; Ruud Delwel; Alan K. Burnett; Philip D. Jeffrey; Gerard Drewes; Kevin Lee; Brian J.P. Huntly; Tony Kouzarides,Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukaemia,Nature,478,7370.0,529,2011,https://doi.org/10.7554/eLife.25306
This study tested whether genetic markers can predict which cancer cells will respond to specific drugs. Subexperiment #1: Effective concentrations of Ewing's sarcoma cell lines vs osteosarcoma cell lines,failure,13.0,0.925,Cliff's delta,"[0.6221087, 0.9870526]",0.0050129,z,,12,0.3142857,Cliff's delta,"[-0.4619786, 0.8178903]",0.3441826,z,,https://doi.org/10.1038/nature11005,Mathew J. Garnett; Elena J. Edelman; Sonja J. Heidorn; Chris Greenman; Anahita Dastur; King Wai Lau; Patricia Greninger; I. Richard Thompson; Xi Luo; Jorge Soares; Qingsong Liu; Francesco Iorio; Didier Surdez; Li Chen; Randy Milano; Graham R. Bignell; Ah Ting Tam; Helen Davies; Jesse A. Stevenson; Syd Barthorpe; Stephen Lutz; Fiona Kogera; Karl Lawrence; Anne McLaren-Douglas; Xeni Mitropoulos; Tatiana Mironenko; Helen Thi; Laura Richardson; Wenjun Zhou; Frances Jewitt; Tinghu Zhang; Patrick O’Brien; Jessica L. Boisvert; Stacey Price; Wooyoung Hur; Wanjuan Yang; Xianming Deng; Adam P. Butler; Hwan Geun Choi; Jae Won Chang; José Baselga; Ivan Stamenkovic; Jeffrey A. Engelman; Sreenath V. Sharma; Olivier Delattre; Julio Sáez-Rodríguez; Nathanael S. Gray; Jeffrey Settleman; P. Andrew Futreal; Daniel A. Haber; Michael R. Stratton; Sridhar Ramaswamy; Ultan McDermott; Cyril H. Benes,Systematic identification of genomic markers of drug sensitivity in cancer cells,Nature,483,7391.0,570,2012,https://doi.org/10.7554/eLife.29747
This study tested whether genetic markers can predict which cancer cells will respond to specific drugs. Subexperiment #2: Effective concentrations of Ewing's sarcoma cell lines vs osteosarcoma cell lines,failure,13.0,0.925,Cliff's delta,"[0.6221087, 0.9870526]",0.0050129,z,,12,0.3714286,Cliff's delta,"[-0.3877911, 0.830379]",0.2636006,z,,https://doi.org/10.1038/nature11005,Mathew J. Garnett; Elena J. Edelman; Sonja J. Heidorn; Chris Greenman; Anahita Dastur; King Wai Lau; Patricia Greninger; I. Richard Thompson; Xi Luo; Jorge Soares; Qingsong Liu; Francesco Iorio; Didier Surdez; Li Chen; Randy Milano; Graham R. Bignell; Ah Ting Tam; Helen Davies; Jesse A. Stevenson; Syd Barthorpe; Stephen Lutz; Fiona Kogera; Karl Lawrence; Anne McLaren-Douglas; Xeni Mitropoulos; Tatiana Mironenko; Helen Thi; Laura Richardson; Wenjun Zhou; Frances Jewitt; Tinghu Zhang; Patrick O’Brien; Jessica L. Boisvert; Stacey Price; Wooyoung Hur; Wanjuan Yang; Xianming Deng; Adam P. Butler; Hwan Geun Choi; Jae Won Chang; José Baselga; Ivan Stamenkovic; Jeffrey A. Engelman; Sreenath V. Sharma; Olivier Delattre; Julio Sáez-Rodríguez; Nathanael S. Gray; Jeffrey Settleman; P. Andrew Futreal; Daniel A. Haber; Michael R. Stratton; Sridhar Ramaswamy; Ultan McDermott; Cyril H. Benes,Systematic identification of genomic markers of drug sensitivity in cancer cells,Nature,483,7391.0,570,2012,https://doi.org/10.7554/eLife.29747
This study tested whether genetic markers can predict which cancer cells will respond to specific drugs. Subexperiment #3: IC50 values of EWS-FLI1 transformed cells vs FUS-CHOP transformed cells,inconclusive,6.0,3.390155,Glass' delta,"[-0.03433533, 6.827256]",0.02174274,t,,6,,Glass' delta,,,,,https://doi.org/10.1038/nature11005,Mathew J. Garnett; Elena J. Edelman; Sonja J. Heidorn; Chris Greenman; Anahita Dastur; King Wai Lau; Patricia Greninger; I. Richard Thompson; Xi Luo; Jorge Soares; Qingsong Liu; Francesco Iorio; Didier Surdez; Li Chen; Randy Milano; Graham R. Bignell; Ah Ting Tam; Helen Davies; Jesse A. Stevenson; Syd Barthorpe; Stephen Lutz; Fiona Kogera; Karl Lawrence; Anne McLaren-Douglas; Xeni Mitropoulos; Tatiana Mironenko; Helen Thi; Laura Richardson; Wenjun Zhou; Frances Jewitt; Tinghu Zhang; Patrick O’Brien; Jessica L. Boisvert; Stacey Price; Wooyoung Hur; Wanjuan Yang; Xianming Deng; Adam P. Butler; Hwan Geun Choi; Jae Won Chang; José Baselga; Ivan Stamenkovic; Jeffrey A. Engelman; Sreenath V. Sharma; Olivier Delattre; Julio Sáez-Rodríguez; Nathanael S. Gray; Jeffrey Settleman; P. Andrew Futreal; Daniel A. Haber; Michael R. Stratton; Sridhar Ramaswamy; Ultan McDermott; Cyril H. Benes,Systematic identification of genomic markers of drug sensitivity in cancer cells,Nature,483,7391.0,570,2012,https://doi.org/10.7554/eLife.29747
This study tested whether genetic markers can predict which cancer cells will respond to specific drugs. Subexperiment #4: IC50 values of SK-N-MC cells vs EWS-FLI1 transformed cells,inconclusive,6.0,0.8026133,Glass' delta,"[-1.028116, 2.48923]",0.2988429,t,,6,,Glass' delta,,,,,https://doi.org/10.1038/nature11005,Mathew J. Garnett; Elena J. Edelman; Sonja J. Heidorn; Chris Greenman; Anahita Dastur; King Wai Lau; Patricia Greninger; I. Richard Thompson; Xi Luo; Jorge Soares; Qingsong Liu; Francesco Iorio; Didier Surdez; Li Chen; Randy Milano; Graham R. Bignell; Ah Ting Tam; Helen Davies; Jesse A. Stevenson; Syd Barthorpe; Stephen Lutz; Fiona Kogera; Karl Lawrence; Anne McLaren-Douglas; Xeni Mitropoulos; Tatiana Mironenko; Helen Thi; Laura Richardson; Wenjun Zhou; Frances Jewitt; Tinghu Zhang; Patrick O’Brien; Jessica L. Boisvert; Stacey Price; Wooyoung Hur; Wanjuan Yang; Xianming Deng; Adam P. Butler; Hwan Geun Choi; Jae Won Chang; José Baselga; Ivan Stamenkovic; Jeffrey A. Engelman; Sreenath V. Sharma; Olivier Delattre; Julio Sáez-Rodríguez; Nathanael S. Gray; Jeffrey Settleman; P. Andrew Futreal; Daniel A. Haber; Michael R. Stratton; Sridhar Ramaswamy; Ultan McDermott; Cyril H. Benes,Systematic identification of genomic markers of drug sensitivity in cancer cells,Nature,483,7391.0,570,2012,https://doi.org/10.7554/eLife.29747
This study tested whether genetic markers can predict which cancer cells will respond to specific drugs. Subexperiment #5: IC50 values of control siRNA transfected cells vs EWS-FLI1 siRNA transfected cells,inconclusive,6.0,12.45259,d,"[4.142031, 20.9142]",0.0001077913,t,,6,,d,,,,,https://doi.org/10.1038/nature11005,Mathew J. Garnett; Elena J. Edelman; Sonja J. Heidorn; Chris Greenman; Anahita Dastur; King Wai Lau; Patricia Greninger; I. Richard Thompson; Xi Luo; Jorge Soares; Qingsong Liu; Francesco Iorio; Didier Surdez; Li Chen; Randy Milano; Graham R. Bignell; Ah Ting Tam; Helen Davies; Jesse A. Stevenson; Syd Barthorpe; Stephen Lutz; Fiona Kogera; Karl Lawrence; Anne McLaren-Douglas; Xeni Mitropoulos; Tatiana Mironenko; Helen Thi; Laura Richardson; Wenjun Zhou; Frances Jewitt; Tinghu Zhang; Patrick O’Brien; Jessica L. Boisvert; Stacey Price; Wooyoung Hur; Wanjuan Yang; Xianming Deng; Adam P. Butler; Hwan Geun Choi; Jae Won Chang; José Baselga; Ivan Stamenkovic; Jeffrey A. Engelman; Sreenath V. Sharma; Olivier Delattre; Julio Sáez-Rodríguez; Nathanael S. Gray; Jeffrey Settleman; P. Andrew Futreal; Daniel A. Haber; Michael R. Stratton; Sridhar Ramaswamy; Ultan McDermott; Cyril H. Benes,Systematic identification of genomic markers of drug sensitivity in cancer cells,Nature,483,7391.0,570,2012,https://doi.org/10.7554/eLife.29747
This study tested whether blocking the CD47-SIRPa 'don't eat me' signal can enable immune cells to attack cancer cells. Subexperiment #1: Tumor weights of IgG vs anti-CD47 (MIAP410),failure,10.0,2.541195,Glass' delta,"[0.402931, 4.597614]",0.00469753,t,,13,-1.131789,Glass' delta,"[-2.355, 0.1594191]",0.103811,t,,https://doi.org/10.1073/pnas.1121623109,Stephen B. Willingham; Jens-Peter Volkmer; Andrew J. Gentles; Debashis Sahoo; Piero Dalerba; Siddhartha S. Mitra; Jian Wang; Humberto Contreras-Trujillo; R.K. Martin; Justin D. Cohen; Patricia Lovelace; Ferenc A. Scheeren; Mark P. Chao; Kipp Weiskopf; Chad Tang; Anne Kathrin Volkmer; Tejaswitha Jairaj Naik; Theresa A. Storm; Adriane Mosley; Badreddin Edris; Seraina Schmid; Chris K. Sun; Mei‐Sze Chua; Oihana Murillo; Pradeep S. Rajendran; C. Adriel; Robert Chin; Dongkyoon Kim; Maddalena Adorno; Tal Raveh; Diane Tseng; Siddhartha Jaiswal; Per Øyvind Enger; Gary K. Steinberg; Gordon Li; Samuel So; Ravindra Majeti; Griffith R. Harsh; Matt van de Rijn; Nelson N.H. Teng; John B. Sunwoo; Ash A. Alizadeh; Michael F. Clarke; Irving L. Weissman,The CD47-signal regulatory protein alpha (SIRPa) interaction is a therapeutic target for human solid tumors,Proceedings of the National Academy of Sciences of the United States of America,109,17.0,6662,2012,https://doi.org/10.7554/eLife.18173
"This study tested whether blocking the CD47-SIRPa 'don't eat me' signal can enable immune cells to attack cancer cells. Subexperiment #2: hematological counts of NT, IgG, CD47",inconclusive,6.0,,,,,,,20,,,,,,,https://doi.org/10.1073/pnas.1121623109,Stephen B. Willingham; Jens-Peter Volkmer; Andrew J. Gentles; Debashis Sahoo; Piero Dalerba; Siddhartha S. Mitra; Jian Wang; Humberto Contreras-Trujillo; R.K. Martin; Justin D. Cohen; Patricia Lovelace; Ferenc A. Scheeren; Mark P. Chao; Kipp Weiskopf; Chad Tang; Anne Kathrin Volkmer; Tejaswitha Jairaj Naik; Theresa A. Storm; Adriane Mosley; Badreddin Edris; Seraina Schmid; Chris K. Sun; Mei‐Sze Chua; Oihana Murillo; Pradeep S. Rajendran; C. Adriel; Robert Chin; Dongkyoon Kim; Maddalena Adorno; Tal Raveh; Diane Tseng; Siddhartha Jaiswal; Per Øyvind Enger; Gary K. Steinberg; Gordon Li; Samuel So; Ravindra Majeti; Griffith R. Harsh; Matt van de Rijn; Nelson N.H. Teng; John B. Sunwoo; Ash A. Alizadeh; Michael F. Clarke; Irving L. Weissman,The CD47-signal regulatory protein alpha (SIRPa) interaction is a therapeutic target for human solid tumors,Proceedings of the National Academy of Sciences of the United States of America,109,17.0,6662,2012,https://doi.org/10.7554/eLife.18173
This study tested whether gut bacteria contribute to colorectal cancer development during intestinal inflammation. Subexperiment #1: Intrinsic doubling time of bacterial growth of pks island deletion vs wild-type,inconclusive,,,d,,,,,6,1.188402,d,"[-0.6541789, 2.9193827]",0.2192356,t,,https://doi.org/10.1126/science.1224820,Janelle C. Arthur; Ernesto Peréz-Chanona; Marcus Mühlbauer; Sarah Tomkovich; Joshua M. Uronis; Ting-Jia Fan; Barry J. Campbell; Turki S. Abujamel; Belgin Dogan; Arlin B. Rogers; Jonathan M. Rhodes; Alain Stintzi; Kenneth W. Simpson; Jonathan J. Hansen; Temitope O. Keku; Anthony A. Fodor; Christian Jobin,Intestinal Inflammation Targets Cancer-Inducing Activity of the Microbiota,Science,338,6103.0,120,2012,https://doi.org/10.7554/eLife.34364
This study tested whether gut bacteria contribute to colorectal cancer development during intestinal inflammation. Subexperiment #2: Overall survival of germ-free Il10-/- mice mono-associated with E.coli NC101 or NC101deltapks,success,20.0,1.691181,HR,"[0.3147196, 9.087749]",0.5402393,chi-squared,,84,1.945032,HR,"[1.095877, 3.452168]",0.0230397,chi-squared,,https://doi.org/10.1126/science.1224820,Janelle C. Arthur; Ernesto Peréz-Chanona; Marcus Mühlbauer; Sarah Tomkovich; Joshua M. Uronis; Ting-Jia Fan; Barry J. Campbell; Turki S. Abujamel; Belgin Dogan; Arlin B. Rogers; Jonathan M. Rhodes; Alain Stintzi; Kenneth W. Simpson; Jonathan J. Hansen; Temitope O. Keku; Anthony A. Fodor; Christian Jobin,Intestinal Inflammation Targets Cancer-Inducing Activity of the Microbiota,Science,338,6103.0,120,2012,https://doi.org/10.7554/eLife.34364
This study tested whether melanoma cells release exosomes that reprogram bone marrow cells to prepare distant sites for metastasis. Subexperiment #1: Met expression in shMet exosomes compared to a constant of 1 (shScr exosomes),inconclusive,,,,,,,,3,,,,,,,https://doi.org/10.1038/nm.2753,Héctor Peinado; Maša Alečković; Simon Lavotshkin; Irina Matei; Bruno Costa‐Silva; Gema Moreno‐Bueno; Marta Hergueta‐Redondo; Caitlin Williams; Guillermo García‐Santos; Cyrus M. Ghajar; Ayuko Nitadori-Hoshino; Caitlin Hoffman; Karen Badal; Benjamin A. Garcia; Margaret K. Callahan; Jianda Yuan; Vilma R. Martins; Johan Skog; Rosandra N. Kaplan; Mary S. Brady; Jedd D. Wolchok; Paul B. Chapman; Yibin Kang; Jacqueline Bromberg; David Lyden,Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET,Nature Medicine,18,6.0,883,2012,https://doi.org/10.7554/eLife.39944
This study tested whether melanoma cells release exosomes that reprogram bone marrow cells to prepare distant sites for metastasis. Subexperiment #2: Metastatic burden in lungs of shScr injected mice vs liposome,failure,14.0,2.292559,d,"[0.8800974, 3.6511361]",0.001052166,t,,12,0.2736501,d,"[-0.8707803, 1.4047364]",0.6456962,t,,https://doi.org/10.1038/nm.2753,Héctor Peinado; Maša Alečković; Simon Lavotshkin; Irina Matei; Bruno Costa‐Silva; Gema Moreno‐Bueno; Marta Hergueta‐Redondo; Caitlin Williams; Guillermo García‐Santos; Cyrus M. Ghajar; Ayuko Nitadori-Hoshino; Caitlin Hoffman; Karen Badal; Benjamin A. Garcia; Margaret K. Callahan; Jianda Yuan; Vilma R. Martins; Johan Skog; Rosandra N. Kaplan; Mary S. Brady; Jedd D. Wolchok; Paul B. Chapman; Yibin Kang; Jacqueline Bromberg; David Lyden,Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET,Nature Medicine,18,6.0,883,2012,https://doi.org/10.7554/eLife.39944
This study tested whether melanoma cells release exosomes that reprogram bone marrow cells to prepare distant sites for metastasis. Subexperiment #3: Metastatic burden in lungs of shScr injected mice vs shMet,failure,14.0,5.342071,Glass' delta,"[2.213625, 8.449566]",0.002276347,t,,13,0.2623192,Glass' delta,"[-0.8519444, 1.351713]",0.5567099,t,,https://doi.org/10.1038/nm.2753,Héctor Peinado; Maša Alečković; Simon Lavotshkin; Irina Matei; Bruno Costa‐Silva; Gema Moreno‐Bueno; Marta Hergueta‐Redondo; Caitlin Williams; Guillermo García‐Santos; Cyrus M. Ghajar; Ayuko Nitadori-Hoshino; Caitlin Hoffman; Karen Badal; Benjamin A. Garcia; Margaret K. Callahan; Jianda Yuan; Vilma R. Martins; Johan Skog; Rosandra N. Kaplan; Mary S. Brady; Jedd D. Wolchok; Paul B. Chapman; Yibin Kang; Jacqueline Bromberg; David Lyden,Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET,Nature Medicine,18,6.0,883,2012,https://doi.org/10.7554/eLife.39944
This study tested whether melanoma cells release exosomes that reprogram bone marrow cells to prepare distant sites for metastasis. Subexperiment #4: Metastatic burden in femurs of shScr injected mice vs liposome,failure,10.0,1.0,Cliff's delta,"[0.8490597, 1.0]",0.007936508,z,,12,0.05555556,Cliff's delta,"[-0.5361754, 0.6106755]",0.9372294,z,,https://doi.org/10.1038/nm.2753,Héctor Peinado; Maša Alečković; Simon Lavotshkin; Irina Matei; Bruno Costa‐Silva; Gema Moreno‐Bueno; Marta Hergueta‐Redondo; Caitlin Williams; Guillermo García‐Santos; Cyrus M. Ghajar; Ayuko Nitadori-Hoshino; Caitlin Hoffman; Karen Badal; Benjamin A. Garcia; Margaret K. Callahan; Jianda Yuan; Vilma R. Martins; Johan Skog; Rosandra N. Kaplan; Mary S. Brady; Jedd D. Wolchok; Paul B. Chapman; Yibin Kang; Jacqueline Bromberg; David Lyden,Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET,Nature Medicine,18,6.0,883,2012,https://doi.org/10.7554/eLife.39944
This study tested whether melanoma cells release exosomes that reprogram bone marrow cells to prepare distant sites for metastasis. Subexperiment #5: Metastatic burden in femurs of shScr injected mice vs shMet,failure,10.0,1.0,Cliff's delta,"[0.8490597, 1.0]",0.007936508,z,,13,9.27e-18,Cliff's delta,"[-0.5677269, 0.5677269]",1.0,z,,https://doi.org/10.1038/nm.2753,Héctor Peinado; Maša Alečković; Simon Lavotshkin; Irina Matei; Bruno Costa‐Silva; Gema Moreno‐Bueno; Marta Hergueta‐Redondo; Caitlin Williams; Guillermo García‐Santos; Cyrus M. Ghajar; Ayuko Nitadori-Hoshino; Caitlin Hoffman; Karen Badal; Benjamin A. Garcia; Margaret K. Callahan; Jianda Yuan; Vilma R. Martins; Johan Skog; Rosandra N. Kaplan; Mary S. Brady; Jedd D. Wolchok; Paul B. Chapman; Yibin Kang; Jacqueline Bromberg; David Lyden,Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET,Nature Medicine,18,6.0,883,2012,https://doi.org/10.7554/eLife.39944
This study tested whether PREX2 mutations found in melanoma promote tumor growth. Subexperiment #1: Tumor-free survival of GFP vs PREX2-G844D,success,20.0,4.079901,HR,"[1.067675, 15.590505]",0.03981128,z,,28,1.076923,HR,"[0.5062116, 2.2910642]",0.8474241,z,,https://doi.org/10.1038/nature11071,Michael F. Berger; Eran Hodis; Timothy P. Heffernan; Yonathan Lissanu Deribe; Michael S. Lawrence; Alexei Protopopov; Elena V. Ivanova; Ian R. Watson; Elizabeth Nickerson; Papia Ghosh; Hailei Zhang; Rhamy Zeid; Xiaojia Ren; Kristian Cibulskis; Andrey Sivachenko; Nikhil Wagle; Antje Sucker; Carrie Sougnez; Robert C. Onofrio; Lauren Ambrogio; Daniel Auclair; Timothy R. Fennell; Scott L. Carter; Yotam Drier; Petar Stojanov; Meredith A. Singer; Douglas Voet; Rui Jing; Gordon Saksena; Jordi Barretina; Alex H. Ramos; Trevor J. Pugh; Nicolas Stransky; Melissa Parkin; Wendy Winckler; Scott Mahan; Kristin Ardlie; Jennifer Baldwin; Jennifer A. Wargo; Dirk Schadendorf; Matthew Meyerson; Stacey Gabriel; Todd R. Golub; Stephan N. Wagner; Eric S. Lander; Gad Getz; Lynda Chin; Levi A. Garraway,Melanoma genome sequencing reveals frequent PREX2 mutations,Nature,485,7399.0,502,2012,https://doi.org/10.7554/eLife.21634
This study tested whether PREX2 mutations found in melanoma promote tumor growth. Subexperiment #2: Tumor-free survival of GFP vs PREX2-Q1430,failure,20.0,5.704528,HR,"[1.505061, 21.621469]",0.01042671,z,,22,0.968719,HR,"[0.4007011, 2.3419369]",0.9437466,z,,https://doi.org/10.1038/nature11071,Michael F. Berger; Eran Hodis; Timothy P. Heffernan; Yonathan Lissanu Deribe; Michael S. Lawrence; Alexei Protopopov; Elena V. Ivanova; Ian R. Watson; Elizabeth Nickerson; Papia Ghosh; Hailei Zhang; Rhamy Zeid; Xiaojia Ren; Kristian Cibulskis; Andrey Sivachenko; Nikhil Wagle; Antje Sucker; Carrie Sougnez; Robert C. Onofrio; Lauren Ambrogio; Daniel Auclair; Timothy R. Fennell; Scott L. Carter; Yotam Drier; Petar Stojanov; Meredith A. Singer; Douglas Voet; Rui Jing; Gordon Saksena; Jordi Barretina; Alex H. Ramos; Trevor J. Pugh; Nicolas Stransky; Melissa Parkin; Wendy Winckler; Scott Mahan; Kristin Ardlie; Jennifer Baldwin; Jennifer A. Wargo; Dirk Schadendorf; Matthew Meyerson; Stacey Gabriel; Todd R. Golub; Stephan N. Wagner; Eric S. Lander; Gad Getz; Lynda Chin; Levi A. Garraway,Melanoma genome sequencing reveals frequent PREX2 mutations,Nature,485,7399.0,502,2012,https://doi.org/10.7554/eLife.21634
This study tested whether PREX2 mutations found in melanoma promote tumor growth. Subexperiment #3: Tumor-free survival of PREX2-WT vs PREX2-G844D,failure,20.0,6.764221,HR,"[1.411818, 32.408353]",0.0167846,z,,21,0.808731,HR,"[0.3214712, 2.0345393]",0.6519858,z,,https://doi.org/10.1038/nature11071,Michael F. Berger; Eran Hodis; Timothy P. Heffernan; Yonathan Lissanu Deribe; Michael S. Lawrence; Alexei Protopopov; Elena V. Ivanova; Ian R. Watson; Elizabeth Nickerson; Papia Ghosh; Hailei Zhang; Rhamy Zeid; Xiaojia Ren; Kristian Cibulskis; Andrey Sivachenko; Nikhil Wagle; Antje Sucker; Carrie Sougnez; Robert C. Onofrio; Lauren Ambrogio; Daniel Auclair; Timothy R. Fennell; Scott L. Carter; Yotam Drier; Petar Stojanov; Meredith A. Singer; Douglas Voet; Rui Jing; Gordon Saksena; Jordi Barretina; Alex H. Ramos; Trevor J. Pugh; Nicolas Stransky; Melissa Parkin; Wendy Winckler; Scott Mahan; Kristin Ardlie; Jennifer Baldwin; Jennifer A. Wargo; Dirk Schadendorf; Matthew Meyerson; Stacey Gabriel; Todd R. Golub; Stephan N. Wagner; Eric S. Lander; Gad Getz; Lynda Chin; Levi A. Garraway,Melanoma genome sequencing reveals frequent PREX2 mutations,Nature,485,7399.0,502,2012,https://doi.org/10.7554/eLife.21634
This study tested whether PREX2 mutations found in melanoma promote tumor growth. Subexperiment #4: Tumor-free survival of PREX2-WT vs PREX2-Q1430,failure,20.0,9.370483,HR,"[1.96393, 44.70931]",0.005007683,z,,15,0.7121782,HR,"[0.2477023, 2.0476104]",0.5287432,z,,https://doi.org/10.1038/nature11071,Michael F. Berger; Eran Hodis; Timothy P. Heffernan; Yonathan Lissanu Deribe; Michael S. Lawrence; Alexei Protopopov; Elena V. Ivanova; Ian R. Watson; Elizabeth Nickerson; Papia Ghosh; Hailei Zhang; Rhamy Zeid; Xiaojia Ren; Kristian Cibulskis; Andrey Sivachenko; Nikhil Wagle; Antje Sucker; Carrie Sougnez; Robert C. Onofrio; Lauren Ambrogio; Daniel Auclair; Timothy R. Fennell; Scott L. Carter; Yotam Drier; Petar Stojanov; Meredith A. Singer; Douglas Voet; Rui Jing; Gordon Saksena; Jordi Barretina; Alex H. Ramos; Trevor J. Pugh; Nicolas Stransky; Melissa Parkin; Wendy Winckler; Scott Mahan; Kristin Ardlie; Jennifer Baldwin; Jennifer A. Wargo; Dirk Schadendorf; Matthew Meyerson; Stacey Gabriel; Todd R. Golub; Stephan N. Wagner; Eric S. Lander; Gad Getz; Lynda Chin; Levi A. Garraway,Melanoma genome sequencing reveals frequent PREX2 mutations,Nature,485,7399.0,502,2012,https://doi.org/10.7554/eLife.21634
This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #1: 2HG levels in cells expressing IDH1-WT vs IDH1-R132H,inconclusive,,,d,,,,,12,4.808061,d,"[2.419753, 7.14554]",6.23e-08,t,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #2: 2HG levels in cells expressing IDH2-WT vs IDH2-R132H,inconclusive,,,d,,,,,12,5.397198,d,"[2.785572, 7.962231]",9.71e-09,t,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
"This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #3: H3K4me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",failure,12.0,0.8442984,r,"[0.5245781, 0.9553101]",0.01467993,F,,24,0.1300683,r,"[-0.2884638, 0.50687]",0.9470389,chi-squared,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
"This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #4: H3K9me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",failure,12.0,0.8514205,r,"[0.5426985, 0.9574714]",0.0124397,F,,24,0.2678817,r,"[-0.1519333, 0.6058127]",0.6763842,F,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
"This study tested whether cancer-associated IDH mutations block cell differentiation by impairing histone demethylation. Subexperiment #5: H3K36me3 levels in cells expressing IDH1-WT, IDH1-R132H, IDH2-WT, IDH2-R172K",success,12.0,0.4364738,r,"[-0.1833576, 0.8079816]",0.6172321,F,,24,0.1893912,r,"[-0.2317079, 0.5507135]",0.8617649,F,,https://doi.org/10.1038/nature10860,Chao Lü; Patrick S. Ward; Gurpreet S. Kapoor; Dan Rohle; Şevin Turcan; Omar Abdel‐Wahab; Christopher R. Edwards; Raya Khanin; María E. Figueroa; Ari Melnick; Kathryn E. Wellen; Donald M. O’Rourke; Shelley L. Berger; Timothy A. Chan; Ross L. Levine; Ingo K. Mellinghoff; Craig B. Thompson,IDH mutation impairs histone demethylation and results in a block to cell differentiation,Nature,483,7390.0,474,2012,https://doi.org/10.7554/eLife.10860
