replication_doi,replication_url,replication_title,replication_journal,contains_replications,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,description,result,replication_type,discipline,subdiscipline,justification,confidence,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,version
10.1002/jaba.968,https://doi.org/10.1002/jaba.968,,,True,https://doi.org/10.1002/jaba.402,"Galbraith, L.; Normand, M.",Step it UP! Using the good behavior game to increase physical activity with elementary school students at recess,Journal of Applied Behavior Analysis,50,4,856-860,2017,"The Step it UP! Game, a team-based competition with prize drawings for the most active team, increases physical activity (step counts) in participants",success,close,psychology,clinical psychology,,high,20,,,,,,,10,,,,,,,
10.1002/jeab.432,https://doi.org/10.1002/jeab.432,,,True,https://doi.org/10.1016/j.beproc.2016.03.014,"Renda, C.; Madden, G.",Impulsive choice and pre-exposure to delays: III. Four-month test-retest outcomes in male Wistar rats,Behavioral Processes,126,,108-112,2016,Extended training with delayed reinforcers (delay-exposure training) reduces impulsive choice in rats compared to training with immediate reinforcers,success,direct,psychology,experimental philosophy,,high,,.99,CL,,,,,51,.81,CL,,.0001,<,,
10.1002/jeab.432,https://doi.org/10.1002/jeab.432,,,True,https://doi.org/10.1037/a0031245,"Stein, J.; Johnson, P.; Renda, C.; Smits, R.; Liston, K.; Shahan, T.; Madden, G.",Early and prolonged exposure to reward delay: Effects on impulsive choice and alcohol self-administration in male rats,Experimental and Clinical Psychopharmacology,21,2,172-180,2013,Extended training with delayed reinforcers (delay-exposure training) reduces impulsive choice in rats compared to training with immediate reinforcers,success,direct,psychology,experimental philosophy,,high,,.80,CL,,,,,51,.81,CL,,.0001,<,,
10.1002/jeab.432,https://doi.org/10.1002/jeab.432,,,True,https://doi.org/10.1002/jeab.116,"Stein, J.; Renda, C.; Hinnenkamp, J.; Madden, G.","Impulsive choice, alcohol consumption, and pre-exposure to delayed rewards: II. Potential mechanisms",Journal of the Experimental Analysis of Behavior,103,1,33-49,2015,Extended training with delayed reinforcers (delay-exposure training) reduces impulsive choice in rats compared to training with immediate reinforcers,success,direct,psychology,experimental philosophy,,high,,.82,CL,,,,,51,.81,CL,,.0001,<,,
10.1002/jeab.546,https://doi.org/10.1002/jeab.546,,,True,https://doi.org/10.1002/jeab.456,"Sullivan, W.; Saini, V.; Roane, H.",A nonsequential approach to the study of operant renewal: A reverse translation,Journal of the Experimental Analysis of Behavior,110,,74-86,2018,Nonsequential renewal assessment (with daily alternation between Context A with reinforcement and Context B with extinction during treatment) produces comparable levels of renewal to sequential ABA renewal assessment,failure,close,psychology,experimental psychology,,high,9,,,,,,,10,0.62,etasq,,0.001,=,,
10.1002/job.1992,https://doi.org/10.1002/job.1992,,,True,https://doi.org/10.1016/j.beth.2006.03.002,"Ree, M.; Harvey, A.",Interpretive biases in chronic insomnia: An investigation using a priming paradigm,Behavior Therapy,37,3,248-258,2006,"Sleepy people tend to assign threatening, rather than neutral, meanings to ambiguous sentences",success,conceptual,psychology,social psychology,,high,,,,,,,,148,0.19,r,,0.020,=,,
10.1002/job.336,https://doi.org/10.1002/job.336,,,True,https://doi.org/10.1006/jvbe.2001.1803,"Fox, S.; Spector, P.; Miles, D.",Counterproductive work behavior (CWB) in response to job stressors and organizational justice: some mediator and moderator tests for autonomy and emotions,Journal of Vocational Behavior,59,3,291-309,2001,Negative affectivity moderates the relationship between job stressors (organizational constraints and interpersonal conflict) and counterproductive work behavior,inconclusive,close,psychology,social psychology,,high,,,,,,,,299,,,,,,,
10.1002/job.4030100108,https://doi.org/10.1002/job.4030100108,,,True,https://doi.org/10.1080/01449298708901855,"Corbett, J.",A psychological study of advanced manufacturing technology: the concept of coupling,Behaviour and Information Technology,6,4,44453,1987,"Tighter technological coupling (characterized by high method uniformity, workflow rigidity, synchronicity, and little slack) is negatively associated with intrinsic job satisfaction in advanced manufacturing technology (AMT) jobs",success,close,psychology,social psychology,,high,31,-0.47,beta,,0.01,<,,32,-0.33,beta,,0.02,<,,
10.1002/job.4030110202,https://doi.org/10.1002/job.4030110202,,,True,https://doi.org/10.5465/255435,"Schuler, R.",A role and expectancy perception model of participation in decision making,Academy of Management Journal,23,2,1-340,1980,"Participation in decision-making increases job satisfaction through mediation by role conflict, role ambiguity, and performance-reward expectancy",success,close,business & management,management,,high,811,,,,,,,284,,,,,,,
10.1002/job.4030130405,https://doi.org/10.1002/job.4030130405,,,True,https://doi.org/10.1037/0021-9010.72.4.522,"Spence, J.; Helmreich, R.; Pred, R.",Impatience versus achievement strivings in the Type A pattern: Differential effects on students' health and academic achievement,Journal of Applied Psychology,72,4,522,1987,Achievement Striving (AS) dimension of Type A behavior positively predicts academic performance (GPA),success,direct,psychology,personality psychology,,high,,,,,,,,85,0.35,beta,,0.01,<,,
10.1002/job.4030130405,https://doi.org/10.1002/job.4030130405,,,True,https://doi.org/10.1037/0021-9010.72.4.522,"Spence, J.; Helmreich, R.; Pred, R.",Impatience versus achievement strivings in the Type A pattern: Differential effects on students' health and academic achievement,Journal of Applied Psychology,72,4,522,1987,Impatience-Irritability (II) dimension of Type A behavior predicts poor sleep quality and sleep habits,success,direct,psychology,personality psychology,,high,,,,,,,,113,0.26,beta,,0.05,<,,
10.1002/job.4030130405,https://doi.org/10.1002/job.4030130405,,,True,https://doi.org/10.1037/0021-9010.72.4.522,"Spence, J.; Helmreich, R.; Pred, R.",Impatience versus achievement strivings in the Type A pattern: Differential effects on students' health and academic achievement,Journal of Applied Psychology,72,4,522,1987,Impatience-Irritability (II) dimension of Type A behavior predicts headaches and migraines,success,direct,psychology,personality psychology,,high,,,,,,,,113,0.27,beta,,0.01,<,,
10.1002/mds.29077,https://doi.org/10.1002/mds.29077,,,True,https://doi.org/10.1002/mds.29077,"Kühnel, L.; Raket, L. L.; Åström, D. O.",Disease progression in multiple system atrophy—novel modeling framework and predictive factors,Movement Disorders,37,8,1719-1727,2022,Disease progression model predicts that multiple system atrophy progression follows a specific trajectory with particular time gaps between disease stages and inter-patient differences,inconclusive,close,neuroscience,behavioral neuroscience,,high,121,,,,,,,663,,,,,,,
10.1002/mds.29534,https://doi.org/10.1002/mds.29534,,,True,https://doi.org/10.1002/mds.29077,"Kühnel, L.; Raket, L.L.; Åström, D.O.",Disease progression in multiple system atrophy—novel modeling framework and predictive factors,Movement Disorders,37,8,1719-1727,2022,"Disease progression modeling using a novel temporal recalibration approach (disease progression model, DPM) can describe MSA natural history trajectories along a homogeneous disease continuum",success,close,medical fields,neurology,,high,121,,,,,,,663,,,,,,,
10.1002/pchj.165,https://doi.org/10.1002/pchj.165,,,True,https://doi.org/10.1016/0042-6989(95)00122-0,"Banks, M.; Ehrlich, S.; Backus, B.; Crowell, J.",Estimating heading during real and simulated eye movements,Vision Research,36,,431-443,1996,"Heading performance difference between real and simulated pursuit eye movements depends on pursuit speed, with extra-retinal signals becoming necessary at higher pursuit speeds",success,close,neuroscience,cognitive neuroscience,,high,,,,,,,,8,,,,0.001,<,,
10.1002/pchj.165,https://doi.org/10.1002/pchj.165,,,True,https://doi.org/10.1038/371700a0,"Van Den Berg, A.; Brenner, E.",Why two eyes are better than one for judgements of heading,Nature,371,,700-702,1994,Adding noise to heading stimuli reduces heading direction discrimination accuracy,success,close,neuroscience,cognitive neuroscience,,high,,,,,,,,12,,,,0.001,<,,
10.1002/pchj.330,https://doi.org/10.1002/pchj.330,,,True,https://doi.org/10.1016/0042-6989(95)00122-0,"Banks, M.; Ehrlich, S.; Backus, B.; Crowell, J.",Estimating heading during real and simulated eye movements,Vision Research,36,3,431-443,1996,Direction perception is greatly impaired when optic flow is distorted by simulated eye movements without extraretinal signals,success,direct,neuroscience,cognitive neuroscience,,high,,,,,,,,6,,,,,,,
10.1002/pchj.339,https://doi.org/10.1002/pchj.339,,,True,https://doi.org/10.1002/pchj.139,"Chan, R. C.; Yang, Z. Y.; Li, Z.; Xie, D. J.; Gooding, D. C.",Validation of the Chinese version of the anticipatory and consummatory interpersonal pleasure scale,PsyCh Journal,5,4,238-244,2016,The ACIPS demonstrates a four-factor structure (Friendship; Family and Intimacy-related Relationships; General Social Interactions; and Casual Interactions/Conversations) in Chinese nonclinical samples,success,close,psychology,clinical psychology,,high,,,,,,,,368,,,,,,,
10.1002/per.1938,https://doi.org/10.1002/per.1938,,,True,https://doi.org/10.1037/a0016576,"Xu, Y.; Farver, J.; Yu, L.; Zhang, Z.",Three types of shyness in Chinese children and the relation to effortful control,Journal of Personality and Social Psychology,97,6,1061-1073,2009,"Childhood shyness can be differentiated into two distinct forms - anxious shyness (characterized by inhibited, anxious behavior) and regulated shyness (characterized by modest, self-controlled restraint) - which show differential relations with effortful control and psychosocial outcomes",success,conceptual,psychology,developmental psychology,,high,,,,,,,,544,,,,,,,
10.1002/pits.21953,https://doi.org/10.1002/pits.21953,,,True,https://doi.org/10.1016/j.ecresq.2013.07.001,"Fantuzzo, J.; Gadsden, V.; Li, F.; Sproul, F.; Mcdermott, P.; Hightower, D.; Minney, A.",Multiple dimensions of family engagement in early childhood education: Evidence for a short form of the Family Involvement Questionnaire,Early Childhood Research Quarterly,28,4,734-742,2013,"The Family Involvement Questionnaire-Short Form (FIQ-SF) has a reliable three-factor structure measuring home-based involvement, school-based involvement, and home-school conferencing in low-income families",success,direct,psychology,educational psychology,,high,,,,,,,,498,,,,,,,
10.1002/pits.22027,https://doi.org/10.1002/pits.22027,,,True,https://doi.org/10.1037/a0012840,"Skinner, E.; Furrer, C.; Marchand, G.; Kindermann, T.",Engagement and disaffection in the classroom: Part of a larger motivational dynamic,Journal of Educational Psychology,100,4,765-781,2008,"The self-system model of motivational development predicts that classroom context and student self-perceptions (autonomy, relatedness, competence) influence student engagement and disaffection, with emotional engagement predicting changes in behavioral engagement over time",inconclusive,close,psychology,educational psychology,,high,805,,,,,,,123,,,,,,,
10.1002/rrq.62,https://doi.org/10.1002/rrq.62,,,True,https://doi.org/10.3102/01623737028004335,"Kim, J.",Effects of a voluntary summer reading intervention on reading achievement: Results from a randomized field trial,Educational Evaluation and Policy Analysis,28,4,335-355,2006,Providing matched books and teacher scaffolding through end-of-year comprehension lessons improves reading comprehension for elementary students during summer vacation,inconclusive,direct,education,educational psychology,,high,,0.08,d,,0.059,=,,1189,-0.04,d,,,,,
10.1002/rrq.62,https://doi.org/10.1002/rrq.62,,,True,https://doi.org/10.1080/10888430701746849,"Kim, J.; White, T.",Scaffolding voluntary summer reading for children in grades 3 to 5: An experimental study,Scientific Studies of Reading,12,1,1-23,2008,Providing matched books with oral reading and comprehension scaffolding (teacher-directed lessons teaching fluent oral reading and comprehension strategies) improves reading comprehension for elementary students during summer vacation,inconclusive,direct,education,educational psychology,,high,400,0.14,d,,,,,1189,-0.04,d,,,,,
10.1002/smj.2571,https://doi.org/10.1002/smj.2571,,,True,https://doi.org/10.1002/smj.182,"Certo, S.; Covin, J.; Daily, C.; Dalton, D.",Wealth and the effects of founder management among IPO-stage new ventures,Strategic Management Journal,22,6-7,641-658,2001,"The presence of a founder CEO during an IPO increases IPO underpricing, decreasing wealth retention for initial shareholders",failure,close,business & management,management,,high,368,0.056,beta,,0.02,=,,234,,,,,,,
10.1002/smj.2571,https://doi.org/10.1002/smj.2571,,,True,https://doi.org/10.1002/smj.269,"Filatotchev, I.; Bishop, K.","Board composition, share ownership, and 'underpricing' of U.K. IPO firms",Strategic Management Journal,23,10,941-955,2002,Board characteristics (proportion of non-executive directors and outside directorships per non-executive) reduce IPO underpricing,failure,close,business & management,management,,high,251,,,,,,,234,,,,,,,
10.1002/smj.2571,https://doi.org/10.1002/smj.2571,,,True,https://doi.org/10.1002/smj.463,"Cohen, B.; Dean, T.",Information asymmetry and investor valuation of IPOs: Top management team legitimacy as a capital market signal,Strategic Management Journal,26,7,683-690,2005,"Top management team legitimacy (measured by prior experience, industry experience, age, and education) reduces IPO underpricing",reversal,close,business & management,management,,high,121,-0.214,beta,,0.01,<,,234,0.18,beta,,0.02,=,,
10.1002_erv.3103,https://doi.org/10.1002_erv.3103,,,True,https://doi.org/10.1016/j.psychres.2017.09.048,"Sfärlea, A.; Greimel, E.; Platt, B.; Dieler, A.; Schulte-Körne, G.",Recognition of emotional facial expressions in adolescents with anorexia nervosa and adolescents with major depression,Psychiatry Research,262,,586-594,2018,"Adolescents with anorexia nervosa show superior facial emotion recognition abilities compared to adolescents without mental disorders, specifically for afraid faces",success,direct,psychology,clinical psychology,,high,,,,,,,,74,0.59,d,,0.010,=,,
10.1006/jesp.1995.1012,https://doi.org/10.1006/jesp.1995.1012,,,True,https://doi.org/10.1037/0022-3514.48.6.1467,"Stasser, G.; Titus, W.",Pooling of unshared information in group decision making: Biased information sampling during group discussion,Journal of Personality and Social Psychology,48,6,1467-1478,1985,"Hidden profiles impair group decision-making: when information supporting the best decision is distributed such that no individual recognizes it before discussion, groups fail to discover the superior alternative",success,close,psychology,social psychology,,high,,,,,,,,228,,,,0.01,<,,
