,original_url,replication_url,description,result,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_authors,replication_title,replication_journal,replication_volume,replication_issue,replication_pages,replication_year,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,discipline,tags,validated,validated_person,openalex_field,openalex_subfield,replication_citation_html,original_citation_html,Unnamed: 0,original_es_r,replication_es_r,original_pdf_exists,replication_pdf_exists
165,http://doi.org/10.1177/0956797609359908,http://doi.org/10.1098/rsos.231240,US Americans are more likely than Indians to construe actions as choices,success,Krishna Savani; Hazel Rose Markus; N.V.R. Naidu; Satishchandra Kumar; Neha Berlia,What Counts as a Choice?,Psychological Science,21.0,3,391,2010.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,128.0,,,,,,,63.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Psychology,Social Psychology,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797609359908"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Savani K. <i>et al.</i> <i>Psychological Science</i> 2010</a>",165.0,0.27093637,0.17704766,True,True
166,http://doi.org/10.1177/0146167215580776,http://doi.org/10.1098/rsos.231240,Using high-level construal and perceptions of changeability to promote self-change over self-protection motives in response to negative feedback,success,Jennifer N. Belding; Karen Z. Naufel; Kentaro Fujita,Using High-Level Construal and Perceptions of Changeability to Promote Self-Change Over Self-Protection Motives in Response to Negative Feedback,Personality and Social Psychology Bulletin,41.0,6,822,2015.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,327.0,,,,,,,292.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Psychology,Social Psychology,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0146167215580776"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Belding J. <i>et al.</i> <i>Personality and Social Psychology Bulletin</i> 2015</a>",166.0,0.35200515,0.15083604,True,True
167,http://doi.org/10.1016/j.cub.2004.01.029,http://doi.org/10.1098/rsos.231240,ventriloquist effect results from near-optimal bimodal integration,inconclusive,David Alais; David Burr,The Ventriloquist Effect Results from Near-Optimal Bimodal Integration,Current Biology,14.0,3,257,2004.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,5.0,,,,,,,3.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Psychology,Experimental and Cognitive Psychology,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1016/j.cub.2004.01.029"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Alais D. <i>et al.</i> <i>Current Biology</i> 2004</a>",167.0,0.36838878,-0.0311536,True,True
168,,http://doi.org/10.1098/rsos.231240,vicious cycle of disrespect and cynical beliefs about human nature,inconclusive,,,,,,,,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,223.0,,,,,,,194.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,,,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>",<i></i>,168.0,0.47542985,0.06735186,False,True
169,,http://doi.org/10.1098/rsos.231240,Weighing accumulated outcomes against outcome-adjusted delays,inconclusive,,,,,,,,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,277.0,,,,,,,292.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,,,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>",<i></i>,169.0,0.13234175,0.02753524,False,True
170,,http://doi.org/10.1098/rsos.231240,Why people are reluctant to tempt fate,success,,,,,,,,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,120.0,,,,,,,226.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,,,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>",<i></i>,170.0,0.75,0.5293166,False,True
171,http://doi.org/10.1177/0956797613502732,http://doi.org/10.1098/rsos.231240,Women‚Äôs reactions to sexual stimuli vary with market factors,inconclusive,Kathleen D. Vohs; Jaideep Sengupta; Darren W. Dahl,The Price Had Better Be Right,Psychological Science,25.0,1,278,2013.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,87.0,,,,,,,120.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Psychology,Experimental and Cognitive Psychology,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797613502732"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vohs K. <i>et al.</i> <i>Psychological Science</i> 2013</a>",171.0,0.22529486,-0.02900523,True,True
172,http://doi.org/10.1177/0956797618779061,http://doi.org/10.1098/rsos.231240,Young children negatively evaluate and sanction free riders,inconclusive,Fan Yang; You-Jung Choi; Antonia Misch; Xin Yang; Yarrow Dunham,In Defense of the Commons: Young Children Negatively Evaluate and Sanction Free Riders,Psychological Science,29.0,10,1598,2018.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,48.0,,,,,,,17.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797618779061"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Yang F. <i>et al.</i> <i>Psychological Science</i> 2018</a>",172.0,0.19529164,0.07274809,True,True
173,http://doi.org/10.1111/j.1467-9280.2008.02100.x,http://doi.org/10.1126/science.aac4716,,success,Nir Halevy; Gary Bornstein; Lilach Sagiv,“In-Group Love” and “Out-Group Hate” as Motives for Individual Participation in Intergroup Conflict,Psychological Science,19.0,4,405,2008.0,Alexander A. Aarts; Joanna E. Anderson; Christopher Anderson; Peter Raymond Attridge; Angela S. Attwood; Jordan Axt; Molly Babel; Štěpán Bahník; Erica Baranski; Michael Barnett‐Cowan; Elizabeth Bartmess; Jennifer S. Beer; Raoul Bell; Heather Bentley; Leah Beyan; Grace Binion; Denny Borsboom; Annick Bosch; Frank A. Bosco; Sara Bowman; Mark J. Brandt; Erin L Braswell; Hilmar Brohmer; Benjamin T. Brown; Kristina A. Brown; Jovita Brüning; Ann Calhoun-Sauls; Shannon Callahan; Elizabeth Chagnon; Jesse Chandler; Christopher R. Chartier; Felix Cheung; Cody D. Christopherson; Linda Cillessen; Russ Clay; Hayley M. D. Cleary; Mark D. Cloud; Michael Conn; Johanna Cohoon; Simon Columbus; Andreas Cordes; Giulio Costantini; Leslie D. Cramblet Alvarez; Ed Cremata; Jan Crusius; Jamie Decoster; Michelle A. Degaetano; Nicolás Delia Penna; Bobby Den Bezemer; Marie K. Deserno; Olivia Devitt; Laura Dewitte; David G. Dobolyi; Geneva T. Dodson; M. Brent Donnellan; Ryan Donohue; Rebecca A. Dore; Angela Rachael Dorrough; Anna Dreber; Michelle Dugas; Elizabeth W. Dunn; Kayleigh Easey; Sylvia Eboigbe; Casey Eggleston; Jo Embley; Sacha Epskamp; Timothy M. Errington; Vivien Estel; Frank J. Farach; Jenelle Feather; Anna Fedor; Belén Fernández‐Castilla; Susann Fiedler; James G. Field; Stanka A. Fitneva; Taru Flagan; Amanda L. Forest; Eskil Forsell; Joshua Foster; Michael C. Frank; Rebecca S. Frazier; Heather M. Fuchs; Philip A. Gable; Jeff Galak; Elisa Maria Galliani; Anup Gampa; Sara García; Douglas Gazarian; Elizabeth Gilbert; Roger Giner‐Sorolla; Andreas Glöckner; Lars Goellner; Jin X. Goh; Rebecca Goldberg; Patrick T. Goodbourn; Shauna Gordon-Mckeon; Bryan Gorges; Jessie Gorges; J. B. Dobieand J. R. Goss; Jesse Graham; James A. Grange; Jeremy R. Gray; Chris Hartgerink; Joshua K. Hartshorne; Fred Hasselman; Timothy Hayes; Emma Heikensten; Felix Henninger; John Hodsoll; Taylor Holubar; Gea Hoogendoorn; Denise J. Humphries; Cathy On‐Ying Hung; Nathali Immelman; Vanessa C. Irsik; Georg Jahn; Frank Jäkel; Marc Jekel; Magnus Johannesson; Larissa G. Johnson; David J. Johnson; Kate Johnson; William J. Johnston; Kai J. Jonas; Jennifer A. Joy-Gaba; Heather Barry Kappes; Kim Kelso; Mallory C. Kidwell; Seung Kyung Kim; Matthew W. Kirkhart; Bennett Kleinberg; Goran Knežević; Franziska Maria Kolorz; Jolanda J. Kossakowski; Robert W. Krause; Job Krijnen; Tim Kuhlmann; Yoram Kevin Kunkels; Megan M. Kyc; Calvin K. Lai; Aamir Laique; Daniël Lakens; Kristin A. Lane; Bethany Lassetter; Ljiljana B. Lazarević; Etienne P. le Bel; Key Jung Lee; Minha Lee; Kristi Lemm; Carmel Levitan; Melissa Lewis; Lin Lin; Stephanie Lin; Matthias Lippold; Darren Loureiro; Ilse Luteijn; Sean P. Mackinnon; Heather N. Mainard; Denise C. Marigold; Daniel P. Martin; Tylar Martinez; E. J. Masicampo; Joshua J. Matacotta; Maya B. Mathur; Michael May; Nicole Mechin; Pranjal H. Mehta; Johannes Meixner; Alissa Melinger; Jeremy K. Miller; Mallorie Miller; Katherine Sledge Moore; Marcus Möschl; Matt Motyl; Stephanie Müller; Marcus R. Munafò; Koen Ilja Neijenhuijs; Taylor Nervi; Gandalf Nicolás; Gustav Nilsonne; Brian A. Nosek; Michèle B. Nuijten; Catherine Olsson; Colleen Osborne; Lutz Ostkamp; Misha Pavel; Ian S. Penton‐Voak; Olivia Kathleen Perna; Cyril Pernet; Marco Perugini; R. Nathan Pipitone; M. C. Pitts; Franziska Plessow; Jason M. Prenoveau; Rima-Maria Rahal; Kate A. Ratliff; D. Reinhard; Frank Renkewitz; Ashley A. Ricker; Anastasia E. Rigney; Andrew M Rivers; Mark A. Roebke; Abraham M. Rutchick; Robert S. Ryan; Onur Şahin; Anondah Saide; Gillian M. Sandstrom; David Santos; Rebecca Saxe; René Schlegelmilch; Kathleen Schmidt; Sabine Scholz; Larissa Seibel; Dylan Selterman; Samuel Shaki; William B. Simpson; H. Colleen Sinclair; Jeanine Skorinko; Agnieszka Slowik; Joel S. Snyder; Courtney K. Soderberg; Carina Sonnleitner; Nick J. Spencer; Jeffrey R. Spies; Sara Steegen; Stefan Stieger; Nina Strohminger; Gavin Brent Sullivan; Thomas Talhelm; Megan Tapia; Anniek Te Dorsthorst; Manuela Thomae; Sarah Thomas; Pia Tio; Frits Traets; Steve N. H. Tsang; Francis Tuerlinckx; Paul Turchan; Milan Valášek; Anna van 'T Veer; Robbie van Aert; Marcel A. L. M. van Assen; Riet van Bork; Mathijs van de Ven; Don van Den Bergh; Marije van der Hulst; Roel van Dooren; Johnny van Doorn; Daan van Renswoude; Hedderik van Rijn; Wolf Vanpaemel; Alejandro Vásquez Echeverría; Melissa Vazquez; Natalia Vélez; Marieke Vermue; Mark Verschoor; Michelangelo Vianello; Martin Voracek; Gina Vuu; Eric‐Jan Wagenmakers; Joanneke Weerdmeester; Ashlee Welsh; Erin Corwin Westgate; Joeri Wissink; Michael Wood; Andy Woods; Emily Wright; Sining Wu; Marcel Zeelenberg; Kellylynn Zuni,Estimating the reproducibility of psychological science,Science,349.0,6251,aac4716,2015.0,240.0,,,,,,,120.0,,,,,,,,"Adult, Conflict (Psychology), Female, Hate, Humans, Interpersonal Relations, Love, Male, Motivation",yes,forrt.org team: CD,Social Sciences,Safety Research,"<a href=""https://doi.org/10.1126/science.aac4716"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Aarts A. <i>et al.</i> <i>Science</i> 2015</a>","<a href=""https://doi.org/10.1111/j.1467-9280.2008.02100.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Halevy N. <i>et al.</i> <i>Psychological Science</i> 2008</a>",173.0,0.768651993,0.652982567,True,True
174,http://doi.org/10.1037/0022-3514.94.1.48,http://doi.org/10.1126/science.aac4716,1/f noise and effort on implicit measures of bias.,inconclusive,Joshua Correll,1/f noise and effort on implicit measures of bias.,Journal of Personality and Social Psychology,94.0,1,48,2008.0,Alexander A. Aarts; Joanna E. Anderson; Christopher Anderson; Peter Raymond Attridge; Angela S. Attwood; Jordan Axt; Molly Babel; Štěpán Bahník; Erica Baranski; Michael Barnett‐Cowan; Elizabeth Bartmess; Jennifer S. Beer; Raoul Bell; Heather Bentley; Leah Beyan; Grace Binion; Denny Borsboom; Annick Bosch; Frank A. Bosco; Sara Bowman; Mark J. Brandt; Erin L Braswell; Hilmar Brohmer; Benjamin T. Brown; Kristina A. Brown; Jovita Brüning; Ann Calhoun-Sauls; Shannon Callahan; Elizabeth Chagnon; Jesse Chandler; Christopher R. Chartier; Felix Cheung; Cody D. Christopherson; Linda Cillessen; Russ Clay; Hayley M. D. Cleary; Mark D. Cloud; Michael Conn; Johanna Cohoon; Simon Columbus; Andreas Cordes; Giulio Costantini; Leslie D. Cramblet Alvarez; Ed Cremata; Jan Crusius; Jamie Decoster; Michelle A. Degaetano; Nicolás Delia Penna; Bobby Den Bezemer; Marie K. Deserno; Olivia Devitt; Laura Dewitte; David G. Dobolyi; Geneva T. Dodson; M. Brent Donnellan; Ryan Donohue; Rebecca A. Dore; Angela Rachael Dorrough; Anna Dreber; Michelle Dugas; Elizabeth W. Dunn; Kayleigh Easey; Sylvia Eboigbe; Casey Eggleston; Jo Embley; Sacha Epskamp; Timothy M. Errington; Vivien Estel; Frank J. Farach; Jenelle Feather; Anna Fedor; Belén Fernández‐Castilla; Susann Fiedler; James G. Field; Stanka A. Fitneva; Taru Flagan; Amanda L. Forest; Eskil Forsell; Joshua Foster; Michael C. Frank; Rebecca S. Frazier; Heather M. Fuchs; Philip A. Gable; Jeff Galak; Elisa Maria Galliani; Anup Gampa; Sara García; Douglas Gazarian; Elizabeth Gilbert; Roger Giner‐Sorolla; Andreas Glöckner; Lars Goellner; Jin X. Goh; Rebecca Goldberg; Patrick T. Goodbourn; Shauna Gordon-Mckeon; Bryan Gorges; Jessie Gorges; J. B. Dobieand J. R. Goss; Jesse Graham; James A. Grange; Jeremy R. Gray; Chris Hartgerink; Joshua K. Hartshorne; Fred Hasselman; Timothy Hayes; Emma Heikensten; Felix Henninger; John Hodsoll; Taylor Holubar; Gea Hoogendoorn; Denise J. Humphries; Cathy On‐Ying Hung; Nathali Immelman; Vanessa C. Irsik; Georg Jahn; Frank Jäkel; Marc Jekel; Magnus Johannesson; Larissa G. Johnson; David J. Johnson; Kate Johnson; William J. Johnston; Kai J. Jonas; Jennifer A. Joy-Gaba; Heather Barry Kappes; Kim Kelso; Mallory C. Kidwell; Seung Kyung Kim; Matthew W. Kirkhart; Bennett Kleinberg; Goran Knežević; Franziska Maria Kolorz; Jolanda J. Kossakowski; Robert W. Krause; Job Krijnen; Tim Kuhlmann; Yoram Kevin Kunkels; Megan M. Kyc; Calvin K. Lai; Aamir Laique; Daniël Lakens; Kristin A. Lane; Bethany Lassetter; Ljiljana B. Lazarević; Etienne P. le Bel; Key Jung Lee; Minha Lee; Kristi Lemm; Carmel Levitan; Melissa Lewis; Lin Lin; Stephanie Lin; Matthias Lippold; Darren Loureiro; Ilse Luteijn; Sean P. Mackinnon; Heather N. Mainard; Denise C. Marigold; Daniel P. Martin; Tylar Martinez; E. J. Masicampo; Joshua J. Matacotta; Maya B. Mathur; Michael May; Nicole Mechin; Pranjal H. Mehta; Johannes Meixner; Alissa Melinger; Jeremy K. Miller; Mallorie Miller; Katherine Sledge Moore; Marcus Möschl; Matt Motyl; Stephanie Müller; Marcus R. Munafò; Koen Ilja Neijenhuijs; Taylor Nervi; Gandalf Nicolás; Gustav Nilsonne; Brian A. Nosek; Michèle B. Nuijten; Catherine Olsson; Colleen Osborne; Lutz Ostkamp; Misha Pavel; Ian S. Penton‐Voak; Olivia Kathleen Perna; Cyril Pernet; Marco Perugini; R. Nathan Pipitone; M. C. Pitts; Franziska Plessow; Jason M. Prenoveau; Rima-Maria Rahal; Kate A. Ratliff; D. Reinhard; Frank Renkewitz; Ashley A. Ricker; Anastasia E. Rigney; Andrew M Rivers; Mark A. Roebke; Abraham M. Rutchick; Robert S. Ryan; Onur Şahin; Anondah Saide; Gillian M. Sandstrom; David Santos; Rebecca Saxe; René Schlegelmilch; Kathleen Schmidt; Sabine Scholz; Larissa Seibel; Dylan Selterman; Samuel Shaki; William B. Simpson; H. Colleen Sinclair; Jeanine Skorinko; Agnieszka Slowik; Joel S. Snyder; Courtney K. Soderberg; Carina Sonnleitner; Nick J. Spencer; Jeffrey R. Spies; Sara Steegen; Stefan Stieger; Nina Strohminger; Gavin Brent Sullivan; Thomas Talhelm; Megan Tapia; Anniek Te Dorsthorst; Manuela Thomae; Sarah Thomas; Pia Tio; Frits Traets; Steve N. H. Tsang; Francis Tuerlinckx; Paul Turchan; Milan Valášek; Anna van 'T Veer; Robbie van Aert; Marcel A. L. M. van Assen; Riet van Bork; Mathijs van de Ven; Don van Den Bergh; Marije van der Hulst; Roel van Dooren; Johnny van Doorn; Daan van Renswoude; Hedderik van Rijn; Wolf Vanpaemel; Alejandro Vásquez Echeverría; Melissa Vazquez; Natalia Vélez; Marieke Vermue; Mark Verschoor; Michelangelo Vianello; Martin Voracek; Gina Vuu; Eric‐Jan Wagenmakers; Joanneke Weerdmeester; Ashlee Welsh; Erin Corwin Westgate; Joeri Wissink; Michael Wood; Andy Woods; Emily Wright; Sining Wu; Marcel Zeelenberg; Kellylynn Zuni,Estimating the reproducibility of psychological science,Science,349.0,6251,aac4716,2015.0,71.0,,,,,,,148.0,,,,,,,,"African Americans, Behavioral Research [statistics & numerical data], Bias (Epidemiology), European Continental Ancestry Group [psychology], Fourier Analysis, Humans, Prejudice, Reaction Time, Regression Analysis, Stereotyping",yes,forrt.org team: CD,Social Sciences,Sociology and Political Science,"<a href=""https://doi.org/10.1126/science.aac4716"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Aarts A. <i>et al.</i> <i>Science</i> 2015</a>","<a href=""https://doi.org/10.1037/0022-3514.94.1.48"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Correll J. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2008</a>",174.0,0.274010238,0.073797292,True,True
