replication_doi,replication_url,contains_replications,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,description,result,discipline,subdiscipline,justification
10.3758/s13421-018-0888-3,https://doi.org/10.3758/s13421-018-0888-3,True,https://doi.org/10.1037/h0087446,"Wolford, G.; Newman, S.; Miller, M.; Wig, G.",Searching for patterns in random sequences,Canadian Journal of Experimental Psychology,58,4,221-228,2004,"A concurrent verbal working memory task (n-back) reduces probability matching and increases probability maximizing in repeated binary choice, improving decision-making by taxing cognitive resources needed for pattern search",failure,psychology,judgment and decision making,"The authors explicitly state: ""We were unable to replicate the beneficial effect of cognitive load on maximization in repeated binary choice reported by Wolford et al. (2004)"" and ""our preregistered replication study revealed no statistically significant effects of cognitive load on strategy selection"" with Bayesian analysis providing evidence in favor of the null hypothesis (BF = 4.31)."
10.3758/s13421-019-00958-w,https://doi.org/10.3758/s13421-019-00958-w,True,https://doi.org/10.1037/a0019337,"Jha, A.; Kiyonaga, A.",Working-memory-triggered dynamic adjustments in cognitive control,"Journal of Experimental Psychology: Learning, Memory, and Cognition",36,,1036-1042,2010,"High mnemonic load in a working memory task triggers dynamic adjustments in cognitive control, resulting in enhanced performance on subsequent trials",success,psychology,cognitive psychology,"The authors explicitly state: 'these results demonstrated a replication of a prior study regarding the upregulation of cognitive control as a function of mnemonic demands' and 'The findings that high versus low mnemonic load resulted in subsequent-trial performance benefits over two experiments, herein, replicate the prior findings by Jha and Kiyonaga (2010).'"
10.3758/s13423-013-0548-3,https://doi.org/10.3758/s13423-013-0548-3,True,https://doi.org/10.1126/science.1169144,"Mehta, R.; Zhu, R.",Blue or red? Exploring the effect of color on cognitive task performances,Science,323,5918,1226-1229,2009,"Red background color decreases solution times for avoidance-motivation anagrams, and blue background color decreases solution times for approach-motivation anagrams",failure,psychology,social psychology,The authors explicitly state in their Discussion: 'The results failed to confirm the interaction effect and the specific contrasts reported by Mehta and Zhu (2009)... The results of the direct replication here have called into question the color-priming effect on anagram solution times.' The predicted interaction was not significant (p = .12).
10.3758/s13423-014-0582-9,https://doi.org/10.3758/s13423-014-0582-9,True,https://doi.org/10.1037/h0080111,"Rayner, K.; Balota, D.; Pollatsek, A.",Against parafoveal semantic preprocessing during eye fixations in reading,Canadian Journal of Psychology,40,4,473-483,1986,Readers obtain orthographic preview benefit but not semantic preview benefit when reading words in parafoveal vision during English reading,success,psychology,cognitive psychology,"The authors explicitly state in their Discussion: 'In a close replication of [28], we found no evidence of semantic preview benefit. Thus, with respect to the issue implicitly raised by [17], the results reported by Rayner et al. are replicable.' The study successfully replicated the original finding of orthographic but not semantic preview benefit."
10.3758/s13423-019-01594-w,https://doi.org/10.3758/s13423-019-01594-w,True,https://doi.org/10.1038/nclimate2822,"Newell, B.; Rakow, T.; Yechiam, E.; Sambur, M.",Rare disaster information can increase risk-taking,Nature Climate Change,6,2,158-161,2016,Providing rare disaster information increases people's tolerance for risk-taking,failure,psychology,judgment and decision making,"The authors explicitly state: ""the effect did not replicate in this registered replication"" and ""our various examinations of the disaster information effect over the past couple of years suggest that it is fickle... Taken together, these results imply that any effect of feedback is small."""
10.3758/s13423-019-01601-0,https://doi.org/10.3758/s13423-019-01601-0,True,https://doi.org/10.1073/pnas.1508631112,"Bruderer, A.; Danielson, D.; Kandhadai, P.; Werker, J.",Sensorimotor influences on speech perception in infancy,Proceedings of the National Academy of Sciences of the United States of America,112,44,13531-13536,2015,Restricting tongue-tip movement with a teething toy interferes with 6-month-old infants' discrimination of the non-native dental /da/ vs. retroflex /Da/ phonetic contrast,success,psychology,developmental psychology,"Experiment 1 successfully replicated discrimination without the teether (p=0.024), and Experiment 2 successfully replicated the disruption effect when tongue-tip movement was restricted (p=0.98, BF01=4.66). The authors explicitly state: ""Results from Experiment 1 replicate the previous findings"" and ""infants' lack of discrimination, shown here with synthesized stimuli, replicates the findings reported in Experiment 2 of Bruderer et al. (2015)."""
10.3758/s13423-019-01695-6,https://doi.org/10.3758/s13423-019-01695-6,True,https://doi.org/10.3758/s13423-019-01695-6,"Brielmann, A.; Pelli, D.",Tracking two pleasures (pilot study),Unpublished pilot study,27,2,330,2017,People can faithfully track and report the pleasure from each of two simultaneously presented images and can accurately report the average pleasure of both images,success,psychology,cognitive psychology,The authors explicitly state in the Discussion: 'All the main results of the original study with 13 observers (Supplementary Pilot Study) were replicated with 25 observers' and in the Conclusion: 'All the main results of the original study with 13 observers were replicated with 25 observers.' The abstract confirms: 'Our replication confirms the original study.'
10.3758/s13423-025-02836-w,https://doi.org/10.3758/s13423-025-02836-w,True,https://doi.org/10.3758/s13423-023-02276-4,"Béna, J.; Rihet, M.; Carreras, O.; Terrier, P.",Repetition could increase the perceived truth of conspiracy theories,Psychonomic Bulletin & Review,30,6,2397-2406,2023,"Repetition increases the perceived truth of conspiracy statements (the illusory truth effect), with the effect being smaller for conspiracy statements than trivia statements",success,psychology,social psychology,"The authors explicitly state their hypothesis was confirmed: ""Consistent with our hypothesis, there were no significant differences in the magnitude of the illusory truth effect between conspiracy and trivia statements when matching statements based on baseline plausibility in our preregistered analyses."" This successfully replicates the core finding while demonstrating that the original difference was due to baseline plausibility rather than statement type."
10.4102/ac.v19i1.690,https://doi.org/10.4102/ac.v19i1.690,True,https://doi.org/10.1016/j.jretconser.2011.06.012,"Sirieix, L.; Remaud, H.; Lockshin, L.; Thach, L.; Lease, T.",Determinants of restaurant owner/managers selection of wines to be offered on the wine list,Journal of Retailing and Consumer Services,18,6,500-508,2011,Restaurateurs prioritize matching wine with food and taste quality as the most important factors when selecting wines for restaurant wine lists,inconclusive,management,consumer psychology / marketing,"The study successfully replicated the top two most important factors (matching wine with food and taste), but found differences in the ranking of other factors. The authors conclude that there are 'similarities and differences' and note that 'the factors that were found to explain decisions in a particular geographical area cannot merely be accepted as factors for decision-making in other areas,' indicating partial replication."
10.5070/b5.36122,https://doi.org/10.5070/b5.36122,True,,"Uçkun, B.",How does context contribute to EFL learners' assessment of vocabulary gain,The Asian EFL Journal,10,2,102-131,2008,"Different levels of context in vocabulary assessment (matching vs. sentence-level gap filling vs. rational-deletion cloze) produce significantly different test scores, with no significant difference between matching and sentence-level questions",failure,linguistics,applied linguistics,"The authors explicitly state that their results differed from Uçkun's findings: 'Results from the ANOVA differ from the findings from Uçkun's study (2008). In her study, there was no significant difference between scores on the matching and sentence-level questions... The results of the present study indicate that the nonsignificant difference is between sentence and paragraph.' The Conclusion confirms: 'Results showed that there was a significant difference between no-context and contextualized test questions... which was contrary to the original study.'"
