doi,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.2147/ndt.s205780,Factors related to lithium blood concentrations in Chinese Han patients with bipolar disorder.,Neuropsychiatric disease and treatment,2019,Xu YY; Xia QH; Liang J.; Cao Y.; Shan F.; Liu Y.; Yan CY; Xia QR,15,,1929-1937,https://doi.org/10.2147--ndt.s205780
10.2147/ndt.s41557,Adjunctive agomelatine therapy in the treatment of acute bipolar II depression: a preliminary open label study.,Neuropsychiatric disease and treatment,2013,Fornaro M.; McCarthy MJ; De Berardis D.; De Pasquale C.; Tabaton M.; Martino M.; Colicchio S.; Cattaneo CI; D'Angelo E.; Fornaro P.,9,,243-51,https://doi.org/10.2147--ndt.s41557
10.2147/ndt.s86103,Effects of maintenance lithium treatment on serum parathyroid hormone and calcium levels: a retrospective longitudinal naturalistic study.,Neuropsychiatric disease and treatment,2015,Albert U.; De Cori D.; Aguglia A.; Barbaro F.; Lanfranco F.; Bogetto F.; Maina G.,11,,1785-91,https://doi.org/10.2147--ndt.s86103
10.2147/ppa.s56790,Patient choice as a driver of medication-switching in non-adherent individuals with bipolar disorder.,Patient preference and adherence,2014,Sajatovic M.; Tatsuoka C.; Dines P.; Bialko CS; Athey M.; Williams T.; Cassidy KA,8,,487-91,https://doi.org/10.2147--ppa.s56790
10.2165/0023210-200923010-00004,Effectiveness of lithium in children and adolescents with conduct disorder: a retrospective naturalistic study.,CNS drugs,2009,Masi G.; Milone A.; Manfredi A.; Pari C.; Paziente A.; Millepiedi S.,23,1,59-69,https://doi.org/10.2165--0023210-200923010-00004
10.2344/23-0031,Hypothyroidism Revealed During General Anesthesia in a Patient With Treatment-Resistant Depression: A Case Report.,Anesthesia progress,2025,Shibuya M.; Sakurai Y.; Kimura Y.; Hojo T.; Tada S.; Fujisawa T.; Kido K.,72,1,28-32,https://doi.org/10.2344--23-0031
10.26355/eurrev_202210_29920,Safety of inositol supplementation in patients taking lithium or valproic acid: a pilot clinical study.,European review for medical and pharmacological sciences,2022,Cantelmi T.; Lepore E.; Unfer VR; Unfer V.,26,19,7269-7276,https://doi.org/10.26355--eurrev_202210_29920
10.2739/kurumemedj.38.307,Evidence for a direct adverse reaction of neuroleptics in self-induced water intoxication of psychiatric patients.,The Kurume medical journal,1991,Nishikawa T.; Tsuda A.; Tanaka M.; Nishikawa M.; Koga I.; Uchida Y.,38,4,307-10,https://doi.org/10.2739--kurumemedj.38.307
10.29245/2578-2959/2022/3.1255,,,,,,,,
10.3109/00048679209072069,The first lithium clinic in Hong Kong: a Chinese profile.,The Australian and New Zealand journal of psychiatry,1992,Lee S.,26,3,450-3,https://doi.org/10.3109--00048679209072069
10.3109/02699058709034444,Naltrexone in organic bulimia: a preliminary report.,Brain injury,1987,Childs A.,1,1,49-55,https://doi.org/10.3109--02699058709034444
10.3126/nmcj.v28i1.92042,,,,,,,,
10.3233/jad-170744,Examining the Relationship between Trace Lithium in Drinking Water and the Rising Rates of Age-Adjusted Alzheimer's Disease Mortality in Texas.,Journal of Alzheimer's disease : JAD,2018,Fajardo VA; Fajardo VA; LeBlanc PJ; MacPherson REK,61,1,425-434,https://doi.org/10.3233--jad-170744
10.3233/jad-171150,Increased Prevalence of Obesity/Type 2 Diabetes and Lower Levels of Lithium in Rural Texas Counties May Explain Greater Alzheimer's Disease Risk.,Journal of Alzheimer's disease : JAD,2018,Baranowski BJ; Hayward GC; Fajardo VA; MacPherson REK,64,1,303-308,https://doi.org/10.3233--jad-171150
10.33450/fpn.2019.12.002,,,,,,,,
10.33620/fc.2173-9218.(2025).13,[Monitoring and nutritional advice for weight loss in patients under lithium treatment. A case report].,Farmaceuticos comunitarios,2025,Mateos-Lardiés AM,17,2,44-47,https://doi.org/10.33620--fc.2173-9218.(2025).13
10.3389/fpsyt.2022.875636,Case Report: A Case of Valproic Acid-Induced Hyperammonemic Encephalopathy Associated With the Initiation of Lithium: A Re-duplicable Finding.,Frontiers in psychiatry,2022,Levy A.; Very E.; Montastruc F.; Birmes P.; Jullien A.; Richaud L.,13,,875636,https://doi.org/10.3389--fpsyt.2022.875636
10.3389/fpsyt.2022.880031,Metabolic risk factors of cognitive impairment in young women with major psychiatric disorder.,Frontiers in psychiatry,2022,Zhuo C.; Liu W.; Jiang R.; Li R.; Yu H.; Chen G.; Shan J.; Zhu J.; Cai Z.; Lin C.; Cheng L.; Xu Y.; Liu S.; Luo Q.; Jin S.; Liu C.; Chen J.; Wang L.; Yang L.; Zhang Q.; Li Q.; Tian H.; Song X.,13,,880031,https://doi.org/10.3389--fpsyt.2022.880031
10.3389/fpsyt.2023.1151293,"Case report: Treatment-resistant depression, multiple trauma exposure and suicidality in an adolescent female with previously undiagnosed Autism Spectrum Disorder.",Frontiers in psychiatry,2023,Secci I.; Petigas L.; Cuenod A.; Klauser P.; Kapp C.; Novatti A.; Armando M.,14,,1151293,https://doi.org/10.3389--fpsyt.2023.1151293
10.3389/fpsyt.2025.1741734,Case Report: Scurvy-a modifiable cause of psychiatric refractoriness and lithium pharmacokinetic abnormalities in autism.,Frontiers in psychiatry,2025,Geiser M.; Guggisberg N.; Convertini J.; Crettol S.; Ansermot N.; Guinchat V.,16,,1741734,https://doi.org/10.3389--fpsyt.2025.1741734
10.3389/fpsyt.2026.1750187,Effect of psychopharmacological combinations on psychopathological symptom burden and BMI trajectories in patients with eating disorders.,Frontiers in psychiatry,2026,Panarello E.; Monaco F.; Di Stefano V.; Vignapiano A.; Zaffonte R.; Pullano I.; Corrivetti G.; Steardo L. Jr; Fornaro M.,17,,1750187,https://doi.org/10.3389--fpsyt.2026.1750187
10.3389/fsurg.2025.1744520,Lithium intoxication complicated by severe bradycardia after single-incision laparoscopic sleeve gastrectomy: a case report and literature review.,Frontiers in surgery,2025,Xie S.; Pang X.; Yu Z.; Zhang Z.; Zhang Y.; Ren Y.,12,,1744520,https://doi.org/10.3389--fsurg.2025.1744520
10.3390/biomedicines9111558,Predicting Serum Levels of Lithium-Treated Patients: A Supervised Machine Learning Approach.,Biomedicines,2021,Hsu CW; Tsai SY; Wang LJ; Liang CS; Carvalho AF; Solmi M.; Vieta E.; Lin PY; Hu CA; Kao HY,9,11,,https://doi.org/10.3390--biomedicines9111558
10.3390/jcm13020324,The Utility of Intravenous Methylprednisolone as an Adjunct Treatment for Drug-Resistant Amiodarone-Induced Thyrotoxicosis.,Journal of clinical medicine,2024,Lewandowski KC; Kawalec J.; Kusiński M.; Dąbrowska K.; Matusiak AE; Dudek I.; Lewiński A.,13,2,,https://doi.org/10.3390--jcm13020324
10.3390/jcm14030954,Efficacy and Safety of Adjunctive Aripiprazole LAI or Paliperidone LAI for the Management of Patients Suffering from Bipolar I Disorder with Comorbid Obsessive-Compulsive Disorder.,Journal of clinical medicine,2025,Martiadis V.; Pessina E.; Raffone F.; Martini A.; Di Vincenzo M.; Della Rocca B.; De Berardis D.; Cattaneo CI; Sampogna G.,14,3,,https://doi.org/10.3390--jcm14030954
10.3390/medicina57010009,Aripiprazole Augmentation to Mood Stabilizers for Obsessive-Compulsive Symptoms in Bipolar Disorder.,"Medicina (Kaunas, Lithuania)",2020,Di Salvo G.; Maina G.; Pessina E.; Teobaldi E.; Barbaro F.; Martini A.; Albert U.; Rosso G.,57,1,,https://doi.org/10.3390--medicina57010009
10.3390/medicina62040761,Demographic and Clinical Correlates of Body Mass Index in Older Age Bipolar Disorder: Results from the GAGE-BD Project.,"Medicina (Kaunas, Lithuania)",2026,Chan CK; Rothenberg KG; Briggs FBS; Mallu A.; Fiorelli NM; Almeida OP; Altınbaş K.; Balanzá-Martinez V.; Barbosa IG; Blumberg HP; Chen P.; Flicker L.; Gildengers A.; Haarman BCM; Klaus F.; Lafer B.; Nunes PV; Olagunju AT; Oluwaniyi SO; Orhan M.; Patrick RE; Pomarol-Clotet E.; Radua J.; Rej S.; Saores JC; Teixeira AL; Tsai S.; Vidal-Rubio SLL; Vieta E.; Weisenbach SL; Eyler LT; Dols A.; Sajatovic M.,62,4,,https://doi.org/10.3390--medicina62040761
10.3390/nu13010076,"The Relationship Between Food Craving, Appetite-Related Hormones and Clinical Parameters in Bipolar Disorder.",Nutrients,2020,Platzer M.; Fellendorf FT; Bengesser SA; Birner A.; Dalkner N.; Hamm C.; Lenger M.; Maget A.; Pilz R.; Queissner R.; Reininghaus B.; Reiter A.; Mangge H.; Zelzer S.; Kapfhammer HP; Reininghaus EZ,13,1,,https://doi.org/10.3390--nu13010076
10.4088/jcp.14m09358,Importance of early weight changes to predict long-term weight gain during psychotropic drug treatment.,The Journal of clinical psychiatry,2015,Vandenberghe F.; Gholam-Rezaee M.; Saigí-Morgui N.; Delacrétaz A.; Choong E.; Solida-Tozzi A.; Kolly S.; Thonney J.; Gallo SF; Hedjal A.; Ambresin AE; von Gunten A.; Conus P.; Eap CB,76,11,e1417-23,https://doi.org/10.4088--jcp.14m09358
10.4088/jcp.v62n0410,Long-term olanzapine therapy in the treatment of bipolar I disorder: an open-label continuation phase study.,The Journal of clinical psychiatry,2001,Sanger TM; Grundy SL; Gibson PJ; Namjoshi MA; Greaney MG; Tohen MF,62,4,273-81,https://doi.org/10.4088--jcp.v62n0410
10.4088/jcp.v63n0509,"A retrospective comparison of weight, lipid, and glucose changes between risperidone- and olanzapine-treated inpatients: metabolic outcomes after 1 year.",The Journal of clinical psychiatry,2002,Meyer JM,63,5,425-33,https://doi.org/10.4088--jcp.v63n0509
10.4088/jcp.v65n0518,Risperidone in combination with mood stabilizers: a 10-week continuation phase study in bipolar I disorder.,The Journal of clinical psychiatry,2004,Bowden CL; Myers JE; Grossman F.; Xie Y.,65,5,707-14,https://doi.org/10.4088--jcp.v65n0518
10.4088/pcc.09m00891ora,"Metabolic, digestive, and reproductive adverse events associated with antimanic treatment in children and adolescents: a retrospective cohort study.",Primary care companion to the Journal of clinical psychiatry,2010,Jerrell JM; McIntyre RS,12,4,,https://doi.org/10.4088--pcc.09m00891ora
10.4088/pcc.v02n0304,Topiramate in Bipolar and Schizoaffective Disorders: Weight Loss and Efficacy.,Primary care companion to the Journal of clinical psychiatry,2000,Gupta S.; Masand PS; Frank BL; Lockwood KL; Keller PL,2,3,96-100,https://doi.org/10.4088--pcc.v02n0304
10.4103/psychiatry.indianjpsychiatry_168_17,Lithium-induced polyuria and amiloride: Key issues and considerations.,Indian journal of psychiatry,2017,Pattanayak RD; Rajhans P.; Shakya P.; Gautam N.; Khandelwal SK,59,3,391-392,https://doi.org/10.4103--psychiatry.indianjpsychiatry_168_17
10.5281/zenodo.4500538,,,,,,,,
10.5455/bcp.20120412021518,,,,,,,,
10.5498/wjp.v15.i11.111807,Sleep quality in bipolar disorder: A comparative study of treatment with lithium and valproic acid.,World journal of psychiatry,2025,Gokcay H.; Takım U.; Sağlam T.,15,11,111807,https://doi.org/10.5498--wjp.v15.i11.111807
10.5546/aap.2018.e319,[Lithium while breastfeeding: Case report].,Archivos argentinos de pediatria,2018,Marín Gabriel MA; Malalana Martínez AM; Olza Fernández I.,116,2,e319-e321,https://doi.org/10.5546--aap.2018.e319
10.5694/mja13.10435,Renal replacement therapy associated with lithium nephrotoxicity in Australia.,The Medical journal of Australia,2014,Roxanas M.; Grace BS; George CR,200,4,226-8,https://doi.org/10.5694--mja13.10435
10.64719/pb.4576,A Case of Hyper Sexuality Probably Associated with Clozapine.,Psychopharmacology bulletin,2018,Thomson SR; Patil N.; Ommurugan B.; Bhandary RK,48,4,20-24,https://doi.org/10.64719--pb.4576
10.7326/0003-4819-88-4-576_2,Lithium and diabetes insipidus.,Annals of internal medicine,1978,Price TR; Beisswenger PJ,88,4,576-7,https://doi.org/10.7326--0003-4819-88-4-576_2
10.7717/peerj.17841,Predicting maintenance lithium response for bipolar disorder from electronic health records-a retrospective study.,PeerJ,2024,Hayes JF; Ben Abdesslem F.; Eloranta S.; Osborn DPJ; Boman M.,12,,e17841,https://doi.org/10.7717--peerj.17841
10.7759/cureus.50225,"A Case Report: Lithium-Induced Neurotoxicity, a Differential to Always Consider.",Cureus,2023,Kronk NN; Kronk BK; Robbie AT,15,12,e50225,https://doi.org/10.7759--cureus.50225
10.7759/cureus.72049,Uncommon Drug-Induced Hidradenitis Suppurativa: A Case Report of A Patient on Lithium Therapy.,Cureus,2024,Wut T.; Vynnytska A.; Ali A.; Tiesenga F.,16,10,e72049,https://doi.org/10.7759--cureus.72049
10.7759/cureus.88526,Endocrine and Metabolic Challenges of Long-Term Lithium Therapy: Diagnostic and Management Considerations.,Cureus,2025,Kopanos S.; Feldkamp J.,17,7,e88526,https://doi.org/10.7759--cureus.88526
10.7860/jcdr/2017/24009.9873,A Prospective Study of Adverse Drug Reactions in Patients with Bipolar Disorder in Psychiatry Outpatient Department of a Tertiary Care Hospital.,Journal of clinical and diagnostic research : JCDR,2017,Shah A.; Yadav PP; Chaudhari M.; Vataliya A.; Kantharia ND; Mehta R.,11,5,FC24-FC28,https://doi.org/10.7860--jcdr--2017--24009.9873
10.9740/mhc.2026.02.034,Lithium toxicity following a change from semaglutide to tirzepatide for weight loss management.,The mental health clinician,2026,Burson JR; Leung JG,16,1,34-38,https://doi.org/10.9740--mhc.2026.02.034
10.9758/cpn.2016.14.3.318,Lithium Toxicity Following Vertical Sleeve Gastrectomy: A Case Report.,Clinical psychopharmacology and neuroscience : the official scientific journal of the Korean College of Neuropsychopharmacology,2016,Alam A.; Raouf S.; Recio FO,14,3,318-20,https://doi.org/10.9758--cpn.2016.14.3.318
10.9758/cpn.2020.18.4.599,Factors Associated with Doses of Mood Stabilizers in Real-world Outpatients with Bipolar Disorder.,Clinical psychopharmacology and neuroscience : the official scientific journal of the Korean College of Neuropsychopharmacology,2020,Yasui-Furukori N.; Adachi N.; Kubota Y.; Azekawa T.; Goto E.; Edagawa K.; Katsumoto E.; Hongo S.; Ueda H.; Miki K.; Kato M.; Yoshimura R.; Nakagawa A.; Kikuchi T.; Tsuboi T.; Watanabe K.; Shimoda K.,18,4,599-606,https://doi.org/10.9758--cpn.2020.18.4.599
