doi,source_folder,is_relevant,studies_treatment,trial_type,phase,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.1007/s10072-015-2103-7,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,quality of life | RLS severity | depression | anxiety | SF-36,Quality of life in patients with primary restless leg syndrome: community-based study,Neurological Sciences,2015,Marina V. Svetel; Jasmina S. Jovic; Tatjana D. Pekmezovic; Vladimir S. Kostic,36,8,1345-1351,https://doi.org/10.1007/s10072-015-2103-7
10.1016/j.chest.2020.03.035,abstract_only,yes,no,not_applicable,not_applicable,yes,review,RLS pathophysiology | iron deficiency | dopamine agonists | alpha2delta ligands | treatment guidelines,Emerging Concepts of the Pathophysiology and Adverse Outcomes of Restless Legs Syndrome,Chest,2020,Sofía Romero-Peralta; Irene Cano-Pumarega; Diego García-Borreguero,158,3,1218-1229,https://doi.org/10.1016/j.chest.2020.03.035
10.1055/s-0046-1819673,abstract_only,yes,yes,case_series,not_applicable,no,,aerobic exercise | physical therapy | non-pharmacological intervention | symptom severity,Impact of aerobic physical exercise on Restless Legs Syndrome,Sleep Science,2011,Andrea Maculano Esteves; Marco Túlio de Mello; Ana Amélia Benedito-Silva; Sérgio Tufik,04,02,045-048,https://doi.org/10.1055/s-0046-1819673
10.1161/jaha.120.018674,abstract_only,yes,yes,retrospective_cohort,phase_4,no,,RLS treatment|cardiovascular disease|cohort study|dopaminergics|anticonvulsants,Treating Restless Legs Syndrome Was Associated With Low Risk of Cardiovascular Disease: A Cohort Study With 3.4 Years of Follow‐Up,Journal of the American Heart Association,2021,Xiang Gao; Djibril M. Ba; Kanika Bagai; Guodong Liu; Chaoran Ma; Arthur S. Walters,10,4,e018674,https://doi.org/10.1161/jaha.120.018674
10.1016/j.lpm.2009.09.031,abstract_only,yes,no,not_applicable,not_applicable,yes,review,RLS diagnosis | clinical criteria | severity assessment | periodic limb movements,Syndrome des jambes sans repos et ses formes cliniques : bilan diagnostique,La Presse Médicale,2010,Marie-Françoise Vecchierini; Damien Léger,39,5,556-563,https://doi.org/10.1016/j.lpm.2009.09.031
10.1159/000335363,abstract_only,no,no,cross_sectional,not_applicable,yes,review,sleep disorders | dementia | RLS comorbidity,,,,,,,,
10.1345/aph.18024,abstract_only,yes,yes,other,not_applicable,yes,review,levodopa | RLS management | hemodialysis | ESRD | pharmacokinetics,"An Overview of Levodopa in the Management of Restless Legs Syndrome in a Dialysis Population: Pharmacokinetics, Clinical Trials, and Complications of Therapy",Annals of Pharmacotherapy,1999,Laverne Janzen; Jay A. Rich; Lavern M. Vercaigne,33,1,86-92,https://doi.org/10.1345/aph.18024
10.1007/s10072-018-3456-5,abstract_only,yes,yes,retrospective_cohort,phase_4,no,,augmentation|dopaminergic treatment|long-term follow-up|Japanese patients|ferritin,Rate of augmentation and risk factors with long-term follow-up in Japanese patients with restless legs syndrome,Neurological Sciences,2018,Kosuke Tanioka; Mutsumi Okura; Manami Inoue; Koh-Ichiro Taniguchi; Mitsutaka Taniguchi; Toshiaki Hamano; Naoko Tachibana,39,9,1559-1564,https://doi.org/10.1007/s10072-018-3456-5
10.1590/s0100-879x2008001000017,abstract_only,no,no,cross_sectional,not_applicable,yes,,RLS comorbidity in MS | sleep quality | fatigue | observational cross-sectional,,,,,,,,
10.30773/pi.2018.02.26,abstract_only,no,no,other,not_applicable,yes,review,RLS|hypertension|meta-analysis|epidemiology|comorbidity,,,,,,,,
10.1016/j.pdpdt.2022.103169,abstract_only,no,no,cross_sectional,not_applicable,no,,RLS comorbidity | multiple sclerosis | optical coherence tomography | retinal imaging,,,,,,,,
10.3109/9781420019575-13,abstract_only,no,no,other,not_applicable,yes,editorial,history | RLS background | philosophy,,,,,,,,
10.1016/s1389-9457(02)00140-5,abstract_only,yes,no,other,not_applicable,yes,review,genetics | family history | epidemiology,Family history study of the restless legs syndrome,Sleep Medicine,2002,Allen RP; La Buda MC; Becker P.; Earley CJ,3,SUPPL. 1,S3-S7,https://doi.org/10.1016/s1389-9457(02)00140-5
10.1055/s-2005-837685,abstract_only,no,no,cross_sectional,not_applicable,yes,,RLS prevalence | diabetes comorbidity | sleep disturbances | pediatric,,,,,,,,
10.7759/cureus.15506,abstract_only,yes,no,case_series,not_applicable,yes,case_series,ropinirole | orthostatic hypotension | adverse effects | RLS treatment,Ropinirole-Associated Orthostatic Hypotension as Cause of a Prescribing Cascade in an Elderly Man,Cureus,2021,Ana F. Becerra; Marisa Boch; Yahya A. Al-Mezrakchi,13,6,e15506,https://doi.org/10.7759/cureus.15506
10.1177/1756286418759973,abstract_only,yes,yes,cross_sectional,phase_2,no,,rTMS|transcranial magnetic stimulation|motor cortex|somatosensory cortex|neurophysiology,Clinical and electrophysiological impact of repetitive low-frequency transcranial magnetic stimulation on the sensory–motor network in patients with restless legs syndrome,Therapeutic Advances in Neurological Disorders,2018,Giuseppe Lanza; Mariagiovanna Cantone; Debora Aricò; Bartolo Lanuzza; Filomena Irene Ilaria Cosentino; Domenico Paci; Maurizio Papotto; Manuela Pennisi; Rita Bella; Giovanni Pennisi; Walter Paulus; Raffaele Ferri,11,,1756286418759973,https://doi.org/10.1177/1756286418759973
10.3777/jjsam.69.210,abstract_only,yes,yes,case_series,not_applicable,no,,acupuncture|moxibustion|non-pharmacological treatment|symptom improvement|cold sensation,A case of restless legs syndrome with cold sensation successfully treated with acupuncture and moxibustion treatment,Zen Nihon Shinkyu Gakkai zasshi (Journal of the Japan Society of Acupuncture and Moxibustion),2019,Ai IIDA; Satoshi AYUZAWA; Hinata SAKURABA,69,3,210-216,https://doi.org/10.3777/jjsam.69.210
10.15386/mpr-1568,abstract_only,yes,no,other,not_applicable,yes,editorial,RLS diagnosis | differential diagnosis | diabetic neuropathy | case report,Diabetic neuropathy and restless legs syndrome: can a known chronic condition slow down our diagnostic way of thinking? A case report and a short literature overview,Medicine and Pharmacy Reports,2020,Dimitrios Anyfantakis; Fani Katsanikaki; Emmanouil K. Symvoulakis,93,3,297-300,https://doi.org/10.15386/mpr-1568
10.1371/journal.pone.0340092,abstract_only,no,no,other,not_applicable,yes,review,pharmacovigilance|adverse_events|mirtazapine|drug_safety,,,,,,,,
10.4274/tdd.3046,abstract_only,yes,no,cross_sectional,not_applicable,yes,,RLS prevalence | psoriasis comorbidity | sleep quality | depression,Prevalence of Restless Legs Syndrome among Psoriasis Patients and Association with Depression and Sleep Quality,Turkish Journal of Dermatology / Türk Dermatoloji Dergisi,2016,Aslı Bilgiç Temel; Nehir Samancı Karaman; Selen Bozkurt; Ayşe Akman Karakaş; Ertan Yılmaz; Erkan Alpsoy,10,3,110-115,https://doi.org/10.4274/tdd.3046
10.1159/000518911,abstract_only,yes,yes,case_series,not_applicable,no,,iron deficiency|ferric carboxymaltose|intravenous iron|symptom severity|case report,Medical Case Report on Repeat Treatment of Restless Legs Syndrome with Intravenous Infusion of Iron,Case Reports in Neurology,2021,Katherine Condon; James Chipman,13,3,578-583,https://doi.org/10.1159/000518911
10.1016/j.sleep.2011.10.027,abstract_only,yes,no,other,not_applicable,yes,review,RLS diagnosis|periodic leg movements|sleep assessment methods|diagnostic criteria,The time structure of leg movement activity during sleep: The theory behind the practice,Sleep Medicine,2012,Raffaele Ferri,13,4,433-441,https://doi.org/10.1016/j.sleep.2011.10.027
10.1007/s00115-020-00997-8,abstract_only,yes,no,other,not_applicable,yes,review,RLS overview|diagnostic criteria|treatment options|dopaminergics|augmentation,Restless-legs-Syndrom: ein Update,Der Nervenarzt,2020,Michael Bartl; Claudia Trenkwalder; Maria-Lucia Muntean; Frie﻿de﻿ri﻿ke Sixel-Döring,91,10,955-966,https://doi.org/10.1007/s00115-020-00997-8
10.1016/s0074-7742(10)90015-9,abstract_only,yes,no,other,not_applicable,yes,review,diagnostic imaging | transcranial sonography | substantia nigra | pathophysiology,Transcranial Sonography in Restless Legs Syndrome,International Review of Neurobiology,2010,Jana Godau; Martin Sojer,90,C,199-215,https://doi.org/10.1016/s0074-7742(10)90015-9
10.1016/j.nbscr.2025.100113,abstract_only,no,no,cross_sectional,not_applicable,yes,,RLS epidemiology | obesity association | cohort study,,,,,,,,
10.23785/tu.2026.01.005,abstract_only,no,no,other,not_applicable,yes,review,sleep disorders | mental health | RLS overview,,,,,,,,
10.1016/j.sleep.2010.05.006,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS epidemiology | ADHD genetic association | cross-sectional survey | maternal health,RLS in middle aged women and attention deficit/hyperactivity disorder in their offspring,Sleep Medicine,2011,Xiang Gao; Kristen Lyall; Natalia Palacios; Arthur S. Walters; Alberto Ascherio,12,1,89-91,https://doi.org/10.1016/j.sleep.2010.05.006
10.1016/j.slsci.2014.10.002,abstract_only,yes,no,other,not_applicable,yes,review,iron metabolism | RLS pathophysiology | literature review,Sleep disorders: A review of the interface between restless legs syndrome and iron metabolism,Sleep Science,2014,Paulo Daubian-Nosé; Miriam K. Frank; Andrea Maculano Esteves,7,4,234-237,https://doi.org/10.1016/j.slsci.2014.10.002
10.1056/nejm-jw.na31315,abstract_only,yes,no,observational_cohort,not_applicable,no,,mortality | epidemiology | prognosis,Earlier Mortality with Restless Legs Syndrome,,2013,Michael S. Okun,2013,,,https://doi.org/10.1056/nejm-jw.na31315
10.4274/jtsm.galenos.2023.78908,abstract_only,no,no,cross_sectional,not_applicable,yes,,RLS prevalence | awareness | medical students | cross-sectional survey,,,,,,,,
10.1590/s1807-59322011001100017,abstract_only,yes,yes,case_series,not_applicable,no,,RLS secondary to surgery | pramipexole | peripheral mechanism | unilateral symptoms,Restless legs syndrome in subjects with a knee prosthesis: evidence that symptoms are generated in the periphery,Clinics,2011,José Carlos Pereira; João Luiz Pereira da Silva Neto; Márcia Pradella-Hallinan,66,11,1955-1959,https://doi.org/10.1590/s1807-59322011001100017
10.51271/ankmj-0016,abstract_only,yes,no,other,not_applicable,yes,review,RLS in hemodialysis | treatment overview | narrative review,Approach to restless leg syndrome in hemodialysis patients,Ankyra Medical Journal,2024,Zekiye Nur Haktanıyan; Edip Varan,3,3,69-72,https://doi.org/10.51271/ankmj-0016
10.5530/jyp.2024.16.69,abstract_only,yes,no,other,not_applicable,yes,review,RLS in CKD | comorbidity analysis | review,Examining Restless Leg Syndrome in Chronic Kidney Disease: Comprehensive Analysis,Journal of Young Pharmacists,2024,Rajesh Hadia; Harshal Joshi; Kaushik Rana; Feba Gleetas; Dhruvi Tailor; Vedant Tailor; Hemraj Singh Rajput,16,3,556-562,https://doi.org/10.5530/jyp.2024.16.69
10.17925/enr.2013.08.02.97,abstract_only,yes,no,other,not_applicable,yes,review,quality_of_life | RLS_burden | treatment_overview,The Impact of Restless Legs Syndrome/ Willis–Ekbom Disorder on Quality of Life,European Neurological Review,2013,Aadi Kalloo; Charlene E. Gamaldo; Anthony B. Kwan; Rachel E. Salas,8,2,97,https://doi.org/10.17925/enr.2013.08.02.97
10.1111/jsr.13127,abstract_only,no,no,cross_sectional,not_applicable,yes,,Parkinson's disease | impulse control disorders | restless legs syndrome comorbidity,,,,,,,,
10.1212/wnl.62.5_suppl_2.s9,abstract_only,no,no,other,not_applicable,yes,review,RLS review | Parkinson's disease | dopaminergic therapy | sleep disorders,,,,,,,,
10.1093/sleep/zsad190,abstract_only,yes,yes,rct,phase_2_3,no,,tonic motor activation|peripheral nerve stimulation|medication-refractory RLS|device therapy|symptom reduction,Efficacy and safety of tonic motor activation (TOMAC) for medication-refractory restless legs syndrome: a randomized clinical trial,SLEEP,2023,Bogan RK; Roy A.; Kram J.; Ojile J.; Rosenberg R.; Hudson JD; Scheuller HS; Winkelman JW; Charlesworth JD,46,10,zsad190,https://doi.org/10.1093/sleep/zsad190
10.1681/asn.202594ahpe98,abstract_only,no,no,cross_sectional,not_applicable,yes,,brain iron | serum ferritin | hemodialysis | MRI imaging,,,,,,,,
10.5281/zenodo.18932970,abstract_only,no,no,not_applicable,not_applicable,yes,review,sleep disorders|Parkinson's disease|RLS comorbidity,,,,,,,,
10.1016/j.mayocp.2017.11.007,abstract_only,yes,no,other,not_applicable,yes,editorial,RLS|opioid therapy|refractory RLS|treatment guidelines,The Appropriate Use of Opioids in the Treatment of Refractory Restless Legs Syndrome,Mayo Clinic Proceedings,2018,Michael H. Silber; Philip M. Becker; Mark J. Buchfuhrer; Christopher J. Earley; William G. Ondo; Arthur S. Walters; John W. Winkelman,93,1,59-67,https://doi.org/10.1016/j.mayocp.2017.11.007
10.1177/2333794x19884816,abstract_only,yes,yes,unclear,not_applicable,no,,RLS|iron supplementation|ferritin|pediatric|psychiatric outcomes,Effect of Oral Iron Administration on Mental State in Children With Low Serum Ferritin Concentration,Global Pediatric Health,2019,Katsunaka Mikami; Hideki Okazawa; Keitaro Kimoto; Fumiaki Akama; Yuichi Onishi; Yuki Takahashi; Kenji Yamamoto; Hideo Matsumoto,6,,2333794X19884816,https://doi.org/10.1177/2333794x19884816
10.21203/rs.3.rs-4192475/v1,abstract_only,yes,yes,case_series,not_applicable,no,,RLS treatment | dopaminergic agonist | pramipexole | overactive bladder | cerebral infarction,Secondary overactive bladder with restless leg syndrome after cerebral infarction: report of 2 cases,Research Square,2024,Ying Cui; Qiang Huang; Yitong Du; Lin Wang; Shiya Wang; Wenlu Zhao; Houzhen Tuo,2,2,V1,https://doi.org/10.21203/rs.3.rs-4192475/v1
10.1002/acn3.51056,abstract_only,no,no,cross_sectional,not_applicable,yes,,narcolepsy | ferritin | comorbidity,,,,,,,,
10.3389/conf.fneur.2016.59.00080,abstract_only,no,no,unclear,not_applicable,yes,editorial,event_management|conference_system,,,,,,,,
10.1002/jnr.21207,abstract_only,no,no,other,not_applicable,yes,,preclinical|animal model|dopamine receptor|A11 nucleus,,,,,,,,
pmid_6845079,abstract_only,yes,no,other,not_applicable,yes,editorial,RLS definition | symptomatology | differential diagnosis | historical treatment overview,The restless legs syndrome (Ekbom's syndrome).,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1983,Sandyk R.,63,18,701-2,https://pubmed.ncbi.nlm.nih.gov/6845079/
pmid_19039990,abstract_only,yes,yes,case_series,not_applicable,no,,pediatric RLS | iron supplementation | pramipexole | insomnia | family history,[Restless-leg syndrome--possible unrecognized cause for insomnia and irritability in children].,No to hattatsu = Brain and development,2008,Mohri I.; Kato-Nishimura K.; Kagitani-Shimono K.; Tachibana N.; Ozone K.; Taniike M.,40,6,473-7,https://pubmed.ncbi.nlm.nih.gov/19039990/
10.1136/bmj.4.5738.796,abstract_only,yes,no,case_series,not_applicable,yes,case_series,RLS phenomenology | chronic pulmonary disease | clinical observation,Restless Legs Syndrome in Chronic Pulmonary Disease,BMJ,1970,Spillane JD,4,5738,796-798,https://doi.org/10.1136/bmj.4.5738.796
10.1016/j.sleep.2011.12.009,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,iron supplementation|pediatric RLS|ferritin levels|treatment efficacy,Evaluation of oral iron treatment in pediatric restless legs syndrome (RLS),Sleep Medicine,2012,Ikuko Mohri; Kumi Kato-Nishimura; Kuriko Kagitani-Shimono; Shihoko Kimura-Ohba; Keiichi Ozono; Naoko Tachibana; Masako Taniike,13,4,429-432,https://doi.org/10.1016/j.sleep.2011.12.009
10.5665/sleep.4492,abstract_only,no,no,cross_sectional,not_applicable,yes,,diagnostic accuracy | behavioral indicators | RLS in dementia,,,,,,,,
10.5772/21749,abstract_only,no,no,other,not_applicable,yes,review,sleep disturbances | dialysis | RLS epidemiology,,,,,,,,
10.31083/j.jin2002041,abstract_only,yes,no,cross_sectional,not_applicable,yes,,RLS prevalence | epidemiology | survey screening | comorbidities,Prevalence of restless leg syndrome in Mongolian adults: Mon-TimeLine study,Journal of Integrative Neuroscience,2021,Anujin Davaadorj; Puntsagdulam Byambajav; Munkh-Undral Munkhsukh; Maralgua Och; Sevjid Zorigt; Damdindorj Boldbaatar; Tsolmon Jadamba; Oyuntugs Byambasukh; Byambasuren Dagvajantsan,20,2,405-409,https://doi.org/10.31083/j.jin2002041
10.12659/msm.947267,abstract_only,yes,no,case_control,not_applicable,no,,genetic polymorphisms | dopamine beta-hydroxylase | RLS susceptibility | case-control study,Associations Between Dopamine Beta-Hydroxylase Gene Polymorphisms and Restless Legs Syndrome: A Case-Control Study,Medical Science Monitor,2025,Fatma Ebru Algül; Sinan Tatli; Elif Yesilada,31,,e947267,https://doi.org/10.12659/msm.947267
10.1517/17425255.4.5.655,abstract_only,yes,no,unclear,not_applicable,yes,review,ropinirole|dopamine agonist|RLS treatment|clinical development,Ropinirole treatment for restless legs syndrome,Expert Opinion on Drug Metabolism &amp; Toxicology,2008,Shilpa Chitnis,4,5,655-664,https://doi.org/10.1517/17425255.4.5.655
10.5664/jcsm.7774,abstract_only,no,no,other,not_applicable,yes,,drug-induced RLS|adverse effect|case report,,,,,,,,
