doi,source_folder,is_relevant,studies_treatment,trial_type,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.1016/j.antiviral.2024.105815,pdfs,yes,yes,other,no,,siRNA|RNAi|intranasal delivery|SARS-CoV-2|prophylaxis,An intranasally delivered ultra-conserved siRNA prophylactically represses SARS-CoV-2 infection in the lung and nasal cavity.,Antiviral Research,2024,Adi Idris; Aroon Supramaniam; Yaman Tayyar; Gabrielle Kelly; Nigel A.J. McMillan; Kevin V. Morris,222,,105815,https://doi.org/10.1016/j.antiviral.2024.105815
10.1016/j.antiviral.2024.106063,pdfs,yes,no,unclear,yes,review,INNA-051|TLR2/6 agonist|intranasal immunotherapy|viral respiratory infection|host-directed therapy,"Discovery and development of INNA-051, a TLR2/6 agonist for the prevention of complications resulting from viral respiratory infections",Antiviral Research,2025,Francesca A. Mercuri; Gary P. Anderson; Bruce E. Miller; Christophe Demaison; Ruth Tal-Singer,234,,106063,https://doi.org/10.1016/j.antiviral.2024.106063
10.1016/j.bbrep.2021.101187,pdfs,yes,no,other,yes,review,iota-carrageenan | SARS-CoV-2 | in vitro study | nasal epithelium | antiviral barrier,Iota-carrageenan extracted from red algae is a potent inhibitor of SARS‐CoV-2 infection in reconstituted human airway epithelia,Biochemistry and Biophysics Reports,2022,David Bovard; Marco van der Toorn; Walter K. Schlage; Samuel Constant; Kasper Renggli; Manuel C. Peitsch; Julia Hoeng,29,,101187,https://doi.org/10.1016/j.bbrep.2021.101187
10.1016/j.bmc.2005.03.048,pdfs,yes,yes,other,no,,neuraminidase inhibitors | intranasal antivirals | influenza treatment | cyclopentane derivatives | in vivo efficacy,Comparison of the anti-influenza virus activity of cyclopentane derivatives with oseltamivir and zanamivir in vivo,Bioorganic &amp; Medicinal Chemistry,2005,Pooran Chand; Shanta Bantia; Pravin L. Kotian; Yahya El-Kattan; Tsu-Hsing Lin; Yarlagadda S. Babu,13,12,4071-4077,https://doi.org/10.1016/j.bmc.2005.03.048
10.1016/j.biopha.2022.112729,pdfs,yes,yes,rct,no,,antiviral herbal drug | nasal spray | COVID-19 treatment | randomized trial | intranasal formulation,Efficacy of a multiple-indication antiviral herbal drug (Saliravira®) for COVID-19 outpatients: A pre-clinical and randomized clinical trial study,Biomedicine &amp; Pharmacotherapy,2022,Reza Ramazani Khorshiddoust; Saleh Ramazani Khorshiddoust; Tahereh Hosseinabadi; Faezeh Mottaghitalab; Farzad Mokhtari; Fatemeh Azadinia; Hossein Mozdarani; Mohammad Shabani; Hamid Emadi-Kouchak; Bahram Taheri; Fatemeh Khani-Juyabad; Mina Amjadi Kashani; Arezoo Sadoughi; Sorour Zamanizadeh; Hadyeh Maddah; Maedeh Aminzadeh; Maryam Khanaki; Sabereh Saremi; Anahita Pashaee Rad; Ali Fatehi; Melika Ghaznavi Rad; Masoud Haftbaradaran; Mehran Khosroshahi; Mahtab Sadeghi; Majid Aminnayeri; Sirous Jafari; Fereshteh Ghiasvand; Arash Seifi; Sara Ghaderkhani; Seyed Ali Dehghan Manshadi; Mohammadreza Salehi; Ladan Abbasian; Malihe Hasannezhad; Mohsen Meidani; Mahboubeh Hajiabdolbaghi; Zahra Ahmadinejad; Masoud Parash; Zahra Sedighi; Abdorreza Mohammadian,149,,112729,https://doi.org/10.1016/j.biopha.2022.112729
10.1016/j.apsb.2023.05.030,pdfs,yes,yes,other,no,,fusion inhibitor | intranasal antiviral | SARS-CoV-2 | broad-spectrum | animal model,HR121 targeting HR2 domain in S2 subunit of spike protein can serve as a broad-spectrum SARS-CoV-2 inhibitor via intranasal administration,Acta Pharmaceutica Sinica B,2023,Ying Lu; Fan Shen; Wen-Qiang He; An-Qi Li; Ming-Hua Li; Xiao-Li Feng; Yong-Tang Zheng; Wei Pang,13,8,3339-3351,https://doi.org/10.1016/j.apsb.2023.05.030
10.1016/j.bmcl.2009.04.067,pdfs,yes,yes,other,no,,intranasal zanamivir prodrug | influenza treatment | ester prodrug | mice model | sialidase inhibitor,Synthesis and in vivo influenza virus-inhibitory effect of ester prodrug of 4-guanidino-7-O-methyl-Neu5Ac2en,Bioorganic &amp; Medicinal Chemistry Letters,2009,Takeshi Honda; Shuku Kubo; Takeshi Masuda; Masami Arai; Yoshiyuki Kobayashi; Makoto Yamashita,19,11,2938-2940,https://doi.org/10.1016/j.bmcl.2009.04.067
10.1016/j.carbpol.2024.122156,pdfs,yes,yes,other,no,,seaweed polysaccharides | fucoidan | anti-SARS-CoV-2 | intranasal prophylaxis | in vivo mouse model,Seaweed-derived fucoidans and rhamnan sulfates serve as potent anti-SARS-CoV-2 agents with potential for prophylaxis,Carbohydrate Polymers,2024,Yuefan Song; Amit Singh; Maisha M. Feroz; Shirley Xu; Fuming Zhang; Weihua Jin; Ambrish Kumar; Parastoo Azadi; Dennis W. Metzger; Robert J. Linhardt; Jonathan S. Dordick,337,,122156,https://doi.org/10.1016/j.carbpol.2024.122156
10.1016/j.celrep.2020.108016,pdfs,yes,yes,other,no,,antiviral nasal spray | intranasal FRIL | influenza | SARS-CoV-2 | plant lectin,A Carbohydrate-Binding Protein from the Edible Lablab Beans Effectively Blocks the Infections of Influenza Viruses and SARS-CoV-2,Cell Reports,2020,Yo-Min Liu; Md. Shahed-Al-Mahmud; Xiaorui Chen; Ting-Hua Chen; Kuo-Shiang Liao; Jennifer M. Lo; Yi-Min Wu; Meng-Chiao Ho; Chung-Yi Wu; Chi-Huey Wong; Jia-Tsrong Jan; Che Ma,32,6,108016,https://doi.org/10.1016/j.celrep.2020.108016
10.1016/j.etap.2014.10.003,pdfs,no,no,unclear,yes,,curcumin | paraquat toxicity | acute lung injury | intranasal delivery,Protective effects of intranasal curcumin on paraquot induced acute lung injury (ALI) in mice,Environmental Toxicology and Pharmacology,2014,Tyagi N.; Kumari A.; Dash D.; Singh R.,38,3,913-921,https://doi.org/10.1016/j.etap.2014.10.003
10.1016/j.ijid.2012.05.124,pdfs,no,no,other,yes,,influenza virology | H5N1 | protein structure | phylogeography,Nucleic acid-based drugs against the highly pathogenic H5N1 avian influenza virus infection,International Journal of Infectious Diseases,2012,J. Wong; Lunquan Sun; Ming Wang,16,,e50,https://doi.org/10.1016/j.ijid.2012.05.124
10.1016/j.ijpharm.2011.02.040,pdfs,yes,yes,other,no,,intranasal antiviral delivery | zidovudine | brain uptake | thermoreversible gel | HIV treatment,Poly(ethylene oxide/propylene oxide) copolymer thermo-reversible gelling system for the enhancement of intranasal zidovudine delivery to the brain,International Journal of Pharmaceutics,2011,Parag M. Ved; Kwonho Kim,411,1-2,1-9,https://doi.org/10.1016/j.ijpharm.2011.02.040
10.1016/j.ijpharm.2022.121704,pdfs,yes,no,other,yes,protocol,intranasal antiviral delivery | powder formulation | tamibarotene | SARS-CoV-2 | drug delivery,Dual targeting powder formulation of antiviral agent for customizable nasal and lung deposition profile through single intranasal administration,International Journal of Pharmaceutics,2022,Han Cong Seow; Qiuying Liao; Andy T.Y. Lau; Susan W.S. Leung; Shuofeng Yuan; Jenny K.W. Lam,619,,121704,https://doi.org/10.1016/j.ijpharm.2022.121704
10.1016/j.immuni.2021.01.017,pdfs,yes,yes,other,no,,intranasal interferon | SARS-CoV-2 | antiviral treatment | innate immunity,Leveraging the antiviral type I interferon system as a first line of defense against SARS-CoV-2 pathogenicity,Immunity,2021,Daisy A. Hoagland; Rasmus Møller; Skyler A. Uhl; Kohei Oishi; Justin Frere; Ilona Golynker; Shu Horiuchi; Maryline Panis; Daniel Blanco-Melo; David Sachs; Knarik Arkun; Jean K. Lim; Benjamin R. tenOever,54,3,557-570.e5,https://doi.org/10.1016/j.immuni.2021.01.017
10.1016/j.jconrel.2023.04.029,pdfs,yes,yes,other,no,,intranasal monoclonal antibody | SARS-CoV-2 | dual targeting formulation | spray drying | prophylaxis,Neutralisation of SARS-CoV-2 by monoclonal antibody through dual targeting powder formulation,Journal of Controlled Release,2023,Han Cong Seow; Jian-Piao Cai; Harry Weijie Pan; Cuiting Luo; Kun Wen; Jianwen Situ; Kun Wang; Hehe Cao; Susan W.S. Leung; Shuofeng Yuan; Jenny K.W. Lam,358,,128-141,https://doi.org/10.1016/j.jconrel.2023.04.029
10.1016/j.jbc.2024.107884,pdfs,yes,yes,other,no,,intranasal antiviral therapy | SARS-CoV-2 | oligonucleotide therapeutics | PPRH | animal model,Polypurine reverse hoogsteen hairpins as a therapeutic tool for SARS-CoV-2 infection,Journal of Biological Chemistry,2024,Carlos J. Ciudad; Simonas Valiuska; José Manuel Rojas; Pablo Nogales-Altozano; Anna Aviñó; Ramón Eritja; Miguel Chillón; Noemí Sevilla; Verónique Noé,300,11,107884,https://doi.org/10.1016/j.jbc.2024.107884
10.1016/j.jhin.2021.10.019,pdfs,yes,yes,other,no,,nasal spray | SARS-CoV-2 | virucidal activity | antiseptics | in vitro study,Virucidal activity of nasal sprays against severe acute respiratory syndrome coronavirus-2,Journal of Hospital Infection,2022,Meister TL; Todt D.; Brüggemann Y.; Steinmann J.; Banava S.; Brill FHH; Steinmann J.; Pfaender S.; Steinmann E.,120,,9-13,https://doi.org/10.1016/j.jhin.2021.10.019
10.1016/j.intimp.2017.12.001,pdfs,no,yes,other,yes,,methionine enkephalin | influenza A virus | TLR7 signaling | intranasal administration | mouse model,Novel effect of methionine enkephalin against influenza A virus infection through inhibiting TLR7-MyD88-TRAF6-NF-κB p65 signaling pathway,International Immunopharmacology,2018,Jing Tian; Xue Jiao; Xiaonan Wang; Jin Geng; Reizhe Wang; Ning Liu; Xinhua Gao; Noreen Griffin; Fengping Shan,55,,38-48,https://doi.org/10.1016/j.intimp.2017.12.001
10.1016/j.jinf.2021.05.009,pdfs,yes,yes,rct,no,,nitric oxide nasal spray | SARS-CoV-2 | viral clearance | COVID-19 treatment,Clinical efficacy of nitric oxide nasal spray (NONS) for the treatment of mild COVID-19 infection,Journal of Infection,2021,Stephen Winchester; Sarah John; Kashif Jabbar; Isaac John,83,2,237-279,https://doi.org/10.1016/j.jinf.2021.05.009
10.1016/j.lanepe.2021.100084,pdfs,yes,yes,rct,no,,intranasal antiviral | niclosamide | COVID-19 | phase 1 safety | inhaled formulation,"A randomized, double-blind, placebo-controlled phase 1 trial of inhaled and intranasal niclosamide: A broad spectrum antiviral candidate for treatment of COVID-19",The Lancet Regional Health - Europe,2021,Vibeke Backer; Ulf Sjöbring; Jesper Sonne; Anne Weiss; Morten Hostrup; Helle Krogh Johansen; Victoria Becker; David P. Sonne; Torben Balchen; Mads Jellingsø; Morten Otto Alexander Sommer,4,,100084,https://doi.org/10.1016/j.lanepe.2021.100084
10.1016/j.lanepe.2021.100094,pdfs,yes,no,other,yes,editorial,niclosamide | intranasal antiviral | COVID-19 | commentary,Getting hands on a drug for Covid-19: Inhaled and Intranasal Niclosamide,The Lancet Regional Health - Europe,2021,Karl Kunzelmann,4,,100094,https://doi.org/10.1016/j.lanepe.2021.100094
10.1016/j.lansea.2022.100036,pdfs,yes,yes,rct,no,,nitric oxide nasal spray | SARS-CoV-2 | viral clearance | COVID-19 treatment | randomized controlled trial,SARS-CoV-2 accelerated clearance using a novel nitric oxide nasal spray (NONS) treatment: A randomized trial,The Lancet Regional Health - Southeast Asia,2022,Monika Tandon; Wen Wu; Keith Moore; Stephen Winchester; Yuan-Po Tu; Christopher Miller; Rahul Kodgule; Amol Pendse; Shabbir Rangwala; Shashank Joshi,3,,100036,https://doi.org/10.1016/j.lansea.2022.100036
10.1016/j.mtbio.2025.102567,pdfs,yes,yes,other,no,,nanozyme antiviral | intranasal administration | iron-phenolic nanoparticles | viral envelope disruption | innate immune stimulation,Harnessing nanozyme-immunomodulation for antiviral defense via Fe–nordihydroguaiaretic acid nano-networks,Materials Today Bio,2025,Hongping Wan; Zhengqun Huang; Mingrun Tang; Huirong Tan; Kai Deng; Yingnan Liu; Xinghong Zhao; Hongjun Chen,35,,102567,https://doi.org/10.1016/j.mtbio.2025.102567
10.1016/j.peptides.2021.170638,pdfs,yes,yes,other,no,,antiviral peptide|SARS-CoV-2|intranasal delivery|spike blockade|ACE2 inhibitor,An angiotensin-converting enzyme-2-derived heptapeptide GK-7 for SARS-CoV-2 spike blockade,Peptides,2021,Songling Han; Gaomei Zhao; Zhuanzhuan Wei; Yin Chen; Jianqi Zhao; Yongwu He; Ying-Juan He; Jining Gao; Shilei Chen; Changhong Du; Tao Wang; Wei Sun; Yi Huang; Cheng Wang; Junping Wang,145,,170638,https://doi.org/10.1016/j.peptides.2021.170638
10.1016/j.rvsc.2016.02.020,pdfs,no,yes,rct,yes,,nitric oxide | bovine respiratory disease | animal model,"Randomized, non-inferiority trial comparing a nitric oxide releasing solution with a macrolide antibiotic for control of bovine respiratory disease in beef feedlot calves at high-risk of developing respiratory tract disease",Research in Veterinary Science,2016,Crepieux T.; Miller C.; Regev-Shoshani G.; Schaefer A.; Dorin C.; Alexander T.; Timsit E.,105,,216-221,https://doi.org/10.1016/j.rvsc.2016.02.020
10.1016/j.vaccine.2009.01.048,pdfs,yes,yes,other,no,,TLR agonists | innate immunomodulators | intranasal prophylaxis | influenza | animal model,Activation of toll-like receptor signaling pathway for protection against influenza virus infection,Vaccine,2009,Wong JP; Christopher ME; Viswanathan S.; Karpoff N.; Dai X.; Das D.; Sun LQ; Wang M.; Salazar AM,27,25-26,3481-3483,https://doi.org/10.1016/j.vaccine.2009.01.048
10.1016/j.prevetmed.2015.04.008,pdfs,no,no,rct,yes,,nitric oxide | bovine respiratory disease | veterinary,Non-inferiority of nitric oxide releasing intranasal spray compared to sub-therapeutic antibiotics to reduce incidence of undifferentiated fever and bovine respiratory disease complex in low to moderate risk beef cattle arriving at a commercial feedlot,Preventive Veterinary Medicine,2017,Regev-Shoshani G.; McMullin B.; Nation N.; Church JS; Dorin C.; Miller C.,138,,162-169,https://doi.org/10.1016/j.prevetmed.2015.04.008
10.1016/j.phymed.2021.153892,pdfs,no,yes,other,no,,influenza A virus | plant extract | in vitro antiviral | in vivo animal study,Potent antiviral activity of the extract of Elaeocarpus sylvestris against influenza A virus in vitro and in vivo,Phytomedicine,2022,Yong-Hyun Joo; Yeong-Geun Lee; Younghyun Lim; Hoyeon Jeon; Eui Ho Kim; Joongyeon Choi; Woojae Hong; Hyelin Jeon; Michael Ahrweiler; Hyunggun Kim; Se Chan Kang; Young-Jin Seo,97,,153892,https://doi.org/10.1016/j.phymed.2021.153892
10.1016/j.vaccine.2010.03.062,pdfs,yes,yes,rct,no,,intranasal interferon | viral respiratory infection prevention | military population | randomized controlled trial | influenza,A randomized controlled trial of low-dose recombinant human interferons α-2b nasal spray to prevent acute viral respiratory infections in military recruits,Vaccine,2010,LuLu Gao; Shouyi Yu; Qing Chen; Zhaojun Duan; Jie Zhou; Chen Mao; Dexian Yu; Wenchang Zhu; Jun Nie; Yunde Hou,28,28,4445-4451,https://doi.org/10.1016/j.vaccine.2010.03.062
10.1016/j.xcrm.2024.101418,pdfs,yes,yes,other,no,,antiviral peptide | intranasal SARS-CoV-2 | fusion inhibitor | in vivo efficacy | Omicron variants,An enhanced broad-spectrum peptide inhibits Omicron variants in vivo,Cell Reports Medicine,2024,Wenwen Bi; Kaiming Tang; Guilin Chen; Yubin Xie; Nicholas F. Polizzi; William F. DeGrado; Shuofeng Yuan; Bobo Dang,5,2,101418,https://doi.org/10.1016/j.xcrm.2024.101418
10.1016/j.virol.2011.06.021,pdfs,yes,yes,other,no,,monoclonal antibody | intranasal antiviral | H1N1 influenza | prophylaxis | therapeutic treatment,A novel monoclonal antibody effective against lethal challenge with swine-lineage and 2009 pandemic H1N1 influenza viruses in mice,Virology,2011,Hongxia Shao; Jianqiang Ye; Amy L. Vincent; Nicole Edworthy; Andrea Ferrero; Aijian Qin; Daniel R. Perez,417,2,379-384,https://doi.org/10.1016/j.virol.2011.06.021
10.1016/j.trsl.2015.06.009,pdfs,yes,yes,other,no,,nitric oxide | nasal spray | chronic rhinosinusitis | S. aureus biofilm | topical antimicrobial,An in vivo safety and efficacy demonstration of a topical liposomal nitric oxide donor treatment for Staphylococcus aureus biofilm–associated rhinosinusitis,Translational Research,2015,Camille Jardeleza; Benjamin Thierry; Shasha Rao; Sukanya Rajiv; Amanda Drilling; Dijana Miljkovic; Sathish Paramasivan; Craig James; Dong Dong; Nicky Thomas; Sarah Vreugde; Clive A. Prestidge; Peter-John Wormald,166,6,683-692,https://doi.org/10.1016/j.trsl.2015.06.009
10.1016/j.ymthe.2018.01.008,pdfs,no,no,other,yes,,microRNA | demyelination | viral infection | CNS | animal model,microRNA-219 Reduces Viral Load and Pathologic Changes in Theiler's Virus-Induced Demyelinating Disease,Molecular Therapy,2018,Moyano AL; Steplowski J.; Wang H.; Son KN; Rapolti DI; Marshall J.; Elackattu V.; Marshall MS; Hebert AK; Reiter CR; Ulloa V.; Pituch KC; Givogri MI; Lu QR; Lipton HL; Bongarzone ER,26,3,730-743,https://doi.org/10.1016/j.ymthe.2018.01.008
10.1016/s0166-3542(01)00158-9,pdfs,yes,yes,other,no,,serum amyloid P | intranasal prophylaxis | influenza A | in vivo mouse model | antiviral binding,Serum amyloid P component inhibits influenza A virus infections: in vitro and in vivo studies,Antiviral Research,2001,Attila Horváth; Inger Andersen; Kirsten Junker; B Lyck Fogh-Schultz; Ellen Holm Nielsen; Sveinbjörn Gizurarson; Ove Andersen; József Kármán; Éva Rajnavölgyi; Anna Erdei; S.‐E. SVEHAG,52,1,43-53,https://doi.org/10.1016/s0166-3542(01)00158-9
10.1016/s0002-9343(01)00765-3,pdfs,yes,yes,rct,no,,zinc nasal spray|upper respiratory infection|common cold|rhinovirus|antiviral treatment,A randomized trial of zinc nasal spray for the treatment of upper respiratory illness in adults,The American Journal of Medicine,2001,Edward A. Belongia; Richard Berg; Kejian Liu,111,2,103-108,https://doi.org/10.1016/s0002-9343(01)00765-3
10.1016/j.ymthe.2022.04.025,pdfs,yes,yes,other,no,,SARS-CoV-2 | intranasal bifonazole | animal model | spike-ACE2 blocking | COVID-19 treatment,Identification of FDA-approved bifonazole as a SARS-CoV-2 blocking agent following a bioreporter drug screen,Molecular Therapy,2022,Zaid Taha; Rozanne Arulanandam; Glib Maznyi; Elena Godbout; Madalina E. Carter-Timofte; Naziia Kurmasheva; Line S. Reinert; Andrew Chen; Mathieu J.F. Crupi; Stephen Boulton; Geneviève Laroche; Alexandra Phan; Reza Rezaei; Nouf Alluqmani; Anna Jirovec; Alexandra Acal; Emily E.F. Fekete; Ragunath Singaravelu; Julia Petryk; Manja Idorn; Kyle G. Potts; Hayley Todesco; Cini John; Douglas J. Mahoney; Carolina S. Ilkow; Patrick Giguère; Tommy Alain; Marceline Côté; Søren R. Paludan; David Olagnier; John C. Bell; Taha Azad; Jean-Simon Diallo,30,9,2998-3016,https://doi.org/10.1016/j.ymthe.2022.04.025
10.1016/s0166-3542(87)80002-5,pdfs,yes,yes,other,no,,intranasal interferon | coronavirus | antiviral prophylaxis | animal model,"Intranasally administered alpha/beta interferon prevents extension of mouse hepatitis virus, strain JHM, into the brains of BALB/cByJ mice",Antiviral Research,1987,Abigail L. Smith; Stephen W. Barthold; Deborah S. Beck,8,5-6,239-245,https://doi.org/10.1016/s0166-3542(87)80002-5
10.1016/s0928-8244(03)00358-4,pdfs,no,yes,other,yes,,interferon | vaccinia | poxvirus | animal model,Prevention of lethal respiratory vaccinia infections in mice with interferon-Î± and interferon-Î³,FEMS Immunology &amp; Medical Microbiology,2004,Ge Liu; Qingzhu Zhai; Dustin J. Schaffner; Aiguo Wu; Adiamseged Yohannes; Tanisha M. Robinson; Matt Maland; Jay Wells; Thomas G. Voss; Charlie Bailey; Ken Alibek,40,3,201-206,https://doi.org/10.1016/s0928-8244(03)00358-4
